ga:date,ga:medium,ga:source,ga:adClicks,ga:adCost,ga:impressions,ga:campaign
20210304,cpc,search.naver.com,52,52921,7325,NSA_SHT
20210304,cpc,search.naver.com,6,11550,877,NSA_INJ_Mobile
20210306,cpc,search.naver.com,21,39963,17281,NSA_cnc
20210306,cpc,search.naver.com,5,8074,822,NSA_SHT_Mobile
20210306,cpc,search.naver.com,13,24684,1360,NSA_INJ
20210304,cpc,search.naver.com,30,99132,14623,NSA_3dp
20210305,cpc,search.naver.com,19,35233,3349,NSA_INJ
20210307,cpc,search.naver.com,11,23980,833,NSA_INJ_Mobile
20210307,cpc,search.naver.com,9,28281,10935,NSA_3dp
20210305,cpc,search.naver.com,6,7887,737,NSA_SHT_Mobile
20210303,cpc,search.naver.com,2,1815,78,NSA_3dp_Mobile
20210302,cpc,search.naver.com,1,66,423,NSA_Brand
20210305,cpc,search.naver.com,22,31768,28515,NSA_cnc
20210307,cpc,search.naver.com,27,14278,3200,NSA_SHT
20210304,cpc,search.naver.com,2,143,413,NSA_Brand
20210303,cpc,search.naver.com,9,25410,2404,NSA_cnc_Mobile
20210303,cpc,search.naver.com,28,41998,3750,NSA_INJ
20210302,cpc,search.naver.com,8,17864,1864,NSA_INJ_Mobile
20210306,cpc,search.naver.com,2,770,92,NSA_3dp_Mobile
20210303,cpc,search.naver.com,45,82412,35171,NSA_cnc
20210306,cpc,search.naver.com,12,30074,1244,NSA_cnc_Mobile
20210302,cpc,search.naver.com,48,29986,7374,NSA_SHT
20210303,cpc,search.naver.com,7,7612,1149,NSA_SHT_Mobile
20210305,cpc,search.naver.com,0,0,39,NSA_3dp_Mobile
20210305,cpc,search.naver.com,0,0,389,NSA_Brand
20210302,cpc,search.naver.com,21,53537,12895,NSA_3dp
20210305,cpc,search.naver.com,5,11858,1814,NSA_cnc_Mobile
20210303,cpc,search.naver.com,0,0,417,NSA_Brand
20210305,cpc,search.naver.com,7,13211,818,NSA_INJ_Mobile
20210303,cpc,search.naver.com,58,44088,7592,NSA_SHT
20210303,cpc,search.naver.com,25,78210,14361,NSA_3dp
20210307,cpc,search.naver.com,5,3520,799,NSA_SHT_Mobile
20210302,cpc,search.naver.com,17,29348,3002,NSA_INJ
20210306,cpc,search.naver.com,4,7777,812,NSA_INJ_Mobile
20210306,cpc,search.naver.com,0,0,176,NSA_Brand
20210302,cpc,search.naver.com,12,28468,2171,NSA_cnc_Mobile
20210302,cpc,search.naver.com,35,70367,35953,NSA_cnc
20210302,cpc,search.naver.com,0,0,40,NSA_3dp_Mobile
20210304,cpc,search.naver.com,6,5632,853,NSA_SHT_Mobile
20210303,cpc,search.naver.com,5,9878,1660,NSA_INJ_Mobile
20210306,cpc,search.naver.com,12,26356,9636,NSA_3dp
20210307,cpc,search.naver.com,3,0,5,NSA_Brand_Search
20210306,cpc,search.naver.com,4,0,5,NSA_Brand_Search
20210305,cpc,search.naver.com,2,0,10,NSA_Brand_Search
20210304,cpc,search.naver.com,5,0,17,NSA_Brand_Search
20210304,cpc,search.naver.com,21,20669,3684,NSA_INJ
20210306,cpc,search.naver.com,30,23870,3597,NSA_SHT
20210302,cpc,search.naver.com,3,0,14,NSA_Brand_Search
20210304,cpc,search.naver.com,39,76527,34563,NSA_cnc
20210307,cpc,search.naver.com,13,18656,1681,NSA_cnc_Mobile
20210303,cpc,search.naver.com,5,0,18,NSA_Brand_Search
20210307,cpc,search.naver.com,1,385,118,NSA_3dp_Mobile
20210307,cpc,search.naver.com,0,0,187,NSA_Brand
20210307,cpc,search.naver.com,19,43395,18480,NSA_cnc
20210305,cpc,search.naver.com,32,27126,6197,NSA_SHT
20210305,cpc,search.naver.com,22,51051,14029,NSA_3dp
20210304,cpc,search.naver.com,7,22990,2273,NSA_cnc_Mobile
20210304,cpc,search.naver.com,2,770,45,NSA_3dp_Mobile
20210307,cpc,search.naver.com,9,12518,1598,NSA_INJ
20210302,cpc,search.naver.com,3,1683,947,NSA_SHT_Mobile
