ga:date,ga:medium,ga:source,ga:adClicks,ga:adCost,ga:impressions,ga:campaign
20201015,cpc,search.naver.com,37,65076,35005,NSA
20201010,cpc,search.naver.com,0,0,38,NSA
20201028,cpc,search.naver.com,32,53988,25115,NSA
20201027,cpc,search.naver.com,33,52866,25216,NSA
20201022,cpc,search.naver.com,39,59807,24634,NSA
20201009,cpc,search.naver.com,0,0,8,NSA
20201026,cpc,search.naver.com,34,55715,28459,NSA
20201023,cpc,search.naver.com,28,43318,27237,NSA
20201014,cpc,search.naver.com,34,59565,45965,NSA
20201029,cpc,search.naver.com,45,76428,24532,NSA
20201011,cpc,search.naver.com,2,154,70,NSA
20201012,cpc,search.naver.com,19,31570,36360,NSA
20201017,cpc,search.naver.com,14,18359,16558,NSA
20201018,cpc,search.naver.com,22,34254,17312,NSA
20201020,cpc,search.naver.com,29,44638,25469,NSA
20201025,cpc,search.naver.com,24,29458,16562,NSA
20201021,cpc,search.naver.com,19,27126,25543,NSA
20201019,cpc,search.naver.com,24,39446,43043,NSA
20201024,cpc,search.naver.com,37,54450,24330,NSA
20201013,cpc,search.naver.com,37,68332,38376,NSA
20201016,cpc,search.naver.com,28,50204,22257,NSA
