ga:date,ga:medium,ga:source,ga:adClicks,ga:adCost,ga:impressions,ga:campaign
20201015,cpc,search.naver.com,37,65076,35005,NCR_CNC_효율_2
20201010,cpc,search.naver.com,0,0,38,NCR_CNC_효율_2
20201028,cpc,search.naver.com,32,53988,25115,NCR_CNC_효율_2
20201027,cpc,search.naver.com,33,52866,25216,NCR_CNC_효율_2
20201022,cpc,search.naver.com,39,59807,24634,NCR_CNC_효율_2
20201009,cpc,search.naver.com,0,0,8,NCR_CNC_효율_2
20201026,cpc,search.naver.com,34,55715,28459,NCR_CNC_효율_2
20201023,cpc,search.naver.com,28,43318,27237,NCR_CNC_효율_2
20201014,cpc,search.naver.com,34,59565,45965,NCR_CNC_효율_2
20201011,cpc,search.naver.com,2,154,70,NCR_CNC_효율_2
20201012,cpc,search.naver.com,19,31570,36360,NCR_CNC_효율_2
20201017,cpc,search.naver.com,14,18359,16558,NCR_CNC_효율_2
20201018,cpc,search.naver.com,22,34254,17312,NCR_CNC_효율_2
20201020,cpc,search.naver.com,29,44638,25469,NCR_CNC_효율_2
20201025,cpc,search.naver.com,24,29458,16562,NCR_CNC_효율_2
20201021,cpc,search.naver.com,19,27126,25543,NCR_CNC_효율_2
20201019,cpc,search.naver.com,24,39446,43043,NCR_CNC_효율_2
20201024,cpc,search.naver.com,37,54450,24330,NCR_CNC_효율_2
20201013,cpc,search.naver.com,37,68332,38376,NCR_CNC_효율_2
20201016,cpc,search.naver.com,28,50204,22257,NCR_CNC_효율_2
