ga:date,ga:medium,ga:source,ga:adClicks,ga:adCost,ga:impressions,ga:campaign
20210218,cpc,search.naver.com,20,30646,3287,NSA_INJ
20210220,cpc,search.naver.com,8,11803,725,NSA_INJ_Mobile
20210216,cpc,search.naver.com,27,53526,3267,NSA_INJ
20210217,cpc,search.naver.com,8,15851,1574,NSA_INJ_Mobile
20210219,cpc,search.naver.com,1,66,7782,NSA_Brand
20210218,cpc,search.naver.com,40,94215,40808,NSA_cnc
20210216,cpc,search.naver.com,34,67936,37290,NSA_cnc
20210215,cpc,search.naver.com,2,154,424,NSA_Brand
20210218,cpc,search.naver.com,12,21175,1060,NSA_INJ_Mobile
20210215,cpc,search.naver.com,47,96382,31766,NSA_cnc
20210215,cpc,search.naver.com,29,28688,3186,NSA_INJ
20210219,cpc,search.naver.com,13,29326,15620,NSA_3dp
20210217,cpc,search.naver.com,17,65692,12361,NSA_3dp
20210218,cpc,search.naver.com,7,539,1268,NSA_Brand
20210215,cpc,search.naver.com,14,28930,2129,NSA_cnc_Mobile
20210215,cpc,search.naver.com,1,121,76,NSA_3dp_Mobile
20210220,cpc,search.naver.com,9,22891,9894,NSA_3dp
20210219,cpc,search.naver.com,1,352,57,NSA_3dp_Mobile
20210221,cpc,search.naver.com,2,924,1343,NSA_INJ
20210219,cpc,search.naver.com,7,29634,2366,NSA_cnc_Mobile
20210221,cpc,search.naver.com,26,54417,2202,NSA_cnc_Mobile
20210216,cpc,search.naver.com,9,30745,2118,NSA_cnc_Mobile
20210216,cpc,search.naver.com,1,363,52,NSA_3dp_Mobile
20210221,cpc,search.naver.com,17,35750,32604,NSA_cnc
20210221,cpc,search.naver.com,3,1518,123,NSA_3dp_Mobile
20210216,cpc,search.naver.com,10,17380,1471,NSA_INJ_Mobile
20210220,cpc,search.naver.com,7,15928,1332,NSA_INJ
20210217,cpc,search.naver.com,1,77,579,NSA_Brand
20210221,cpc,search.naver.com,8,15631,795,NSA_INJ_Mobile
20210220,cpc,search.naver.com,11,13794,23994,NSA_cnc
20210219,cpc,search.naver.com,11,19899,881,NSA_INJ_Mobile
20210215,cpc,search.naver.com,18,34430,1583,NSA_INJ_Mobile
20210220,cpc,search.naver.com,1,77,469,NSA_Brand
20210221,cpc,search.naver.com,14,49698,10557,NSA_3dp
20210216,cpc,search.naver.com,3,231,539,NSA_Brand
20210216,cpc,search.naver.com,17,56771,13951,NSA_3dp
20210218,cpc,search.naver.com,19,26730,12280,NSA_3dp
20210215,cpc,search.naver.com,29,96349,17203,NSA_3dp
20210218,cpc,search.naver.com,3,4367,2065,NSA_cnc_Mobile
20210221,cpc,search.naver.com,2,143,264,NSA_Brand
20210217,cpc,search.naver.com,21,28897,3307,NSA_INJ
20210218,cpc,search.naver.com,1,363,78,NSA_3dp_Mobile
20210219,cpc,search.naver.com,23,33660,2827,NSA_INJ
20210220,cpc,search.naver.com,2,671,112,NSA_3dp_Mobile
20210217,cpc,search.naver.com,34,65681,37350,NSA_cnc
20210217,cpc,search.naver.com,0,0,31,NSA_3dp_Mobile
20210219,cpc,search.naver.com,27,38368,40230,NSA_cnc
20210217,cpc,search.naver.com,11,31801,2025,NSA_cnc_Mobile
20210220,cpc,search.naver.com,12,41811,2650,NSA_cnc_Mobile
