ga:date,ga:medium,ga:source,ga:adClicks,ga:adCost,ga:impressions,ga:campaign
20210117,cpc,search.naver.com,4,9251,336,NSA_INJ_Mobile
20210118,cpc,search.naver.com,28,60764,16478,NSA_3dp
20210116,cpc,search.naver.com,9,18480,10403,NSA_3dp
20210120,cpc,search.naver.com,3,3135,441,NSA_INJ_Mobile
20210118,cpc,search.naver.com,12,25971,845,NSA_INJ_Mobile
20210118,cpc,search.naver.com,7,539,580,NSA_Brand
20210119,cpc,search.naver.com,32,71984,45357,NSA_cnc
20210117,cpc,search.naver.com,20,48290,28726,NSA_cnc
20210119,cpc,search.naver.com,23,31130,3015,NSA_INJ
20210117,cpc,search.naver.com,10,10527,1137,NSA_INJ
20210115,cpc,search.naver.com,24,43747,13236,NSA_3dp
20210120,cpc,search.naver.com,41,88396,41575,NSA_cnc
20210120,cpc,search.naver.com,25,25718,2849,NSA_INJ
20210115,cpc,search.naver.com,0,0,33,NSA_3dp_Mobile
20210115,cpc,search.naver.com,28,82544,3051,NSA_cnc_Mobile
20210119,cpc,search.naver.com,20,37246,3148,NSA_cnc_Mobile
20210119,cpc,search.naver.com,5,385,448,NSA_Brand
20210119,cpc,search.naver.com,1,385,80,NSA_3dp_Mobile
20210121,cpc,search.naver.com,18,25641,13486,NSA_3dp
20210121,cpc,search.naver.com,0,0,49,NSA_3dp_Mobile
20210116,cpc,search.naver.com,2,858,116,NSA_3dp_Mobile
20210116,cpc,search.naver.com,26,63107,2305,NSA_cnc_Mobile
20210115,cpc,search.naver.com,4,308,547,NSA_Brand
20210121,cpc,search.naver.com,21,79585,3119,NSA_cnc_Mobile
20210121,cpc,search.naver.com,7,539,276,NSA_Brand
20210120,cpc,search.naver.com,27,87747,13873,NSA_3dp
20210121,cpc,search.naver.com,7,12397,384,NSA_INJ_Mobile
20210116,cpc,search.naver.com,5,9922,239,NSA_INJ_Mobile
20210119,cpc,search.naver.com,10,22341,538,NSA_INJ_Mobile
20210121,cpc,search.naver.com,39,67232,38568,NSA_cnc
20210116,cpc,search.naver.com,0,0,826,NSA_Brand
20210115,cpc,search.naver.com,7,12045,511,NSA_INJ_Mobile
20210121,cpc,search.naver.com,16,16071,2863,NSA_INJ
20210116,cpc,search.naver.com,13,35365,26598,NSA_cnc
20210118,cpc,search.naver.com,33,80564,46221,NSA_cnc
20210120,cpc,search.naver.com,7,539,359,NSA_Brand
20210116,cpc,search.naver.com,11,16082,1197,NSA_INJ
20210118,cpc,search.naver.com,25,33825,2824,NSA_INJ
20210118,cpc,search.naver.com,1,187,76,NSA_3dp_Mobile
20210117,cpc,search.naver.com,12,21252,11394,NSA_3dp
20210119,cpc,search.naver.com,29,59180,14138,NSA_3dp
20210115,cpc,search.naver.com,13,18370,2724,NSA_INJ
20210117,cpc,search.naver.com,2,154,722,NSA_Brand
20210118,cpc,search.naver.com,21,59257,3373,NSA_cnc_Mobile
20210120,cpc,search.naver.com,21,51898,3127,NSA_cnc_Mobile
20210115,cpc,search.naver.com,28,59763,38328,NSA_cnc
20210117,cpc,search.naver.com,33,80212,2292,NSA_cnc_Mobile
20210117,cpc,search.naver.com,1,418,123,NSA_3dp_Mobile
20210120,cpc,search.naver.com,0,0,85,NSA_3dp_Mobile
