ga:date,ga:medium,ga:source,ga:adClicks,ga:adCost,ga:impressions,ga:campaign
20210309,cpc,search.naver.com,7,9339,918,NSA_SHT_Mobile
20210313,cpc,search.naver.com,12,23078,16323,NSA_cnc
20210311,cpc,search.naver.com,36,27984,6906,NSA_SHT
20210308,cpc,search.naver.com,30,61468,32141,NSA_cnc
20210313,cpc,search.naver.com,10,19822,1458,NSA_INJ
20210308,cpc,search.naver.com,33,99099,3506,NSA_INJ
20210313,cpc,search.naver.com,9,12683,1744,NSA_cnc_Mobile
20210313,cpc,search.naver.com,2,319,98,NSA_3dp_Mobile
20210311,cpc,search.naver.com,17,44517,14311,NSA_3dp
20210313,cpc,search.naver.com,0,0,1,NSA_Brand_Search
20210314,cpc,search.naver.com,12,21043,1038,NSA_INJ_Mobile
20210312,cpc,search.naver.com,6,0,14,NSA_Brand_Search
20210310,cpc,search.naver.com,24,50820,3745,NSA_INJ
20210311,cpc,search.naver.com,5,0,16,NSA_Brand_Search
20210308,cpc,search.naver.com,2,132,373,NSA_Brand
20210312,cpc,search.naver.com,20,46178,11521,NSA_3dp
20210309,cpc,search.naver.com,27,69333,14966,NSA_3dp
20210310,cpc,search.naver.com,3,0,20,NSA_Brand_Search
20210308,cpc,search.naver.com,13,24134,1286,NSA_INJ_Mobile
20210311,cpc,search.naver.com,1,77,160,NSA_Brand
20210310,cpc,search.naver.com,6,19767,2124,NSA_cnc_Mobile
20210314,cpc,search.naver.com,1,0,6,NSA_Brand_Search
20210310,cpc,search.naver.com,0,0,38,NSA_3dp_Mobile
20210312,cpc,search.naver.com,28,19624,6604,NSA_SHT
20210309,cpc,search.naver.com,52,33297,7226,NSA_SHT
20210310,cpc,search.naver.com,31,53152,32540,NSA_cnc
20210309,cpc,search.naver.com,7,13651,1987,NSA_cnc_Mobile
20210309,cpc,search.naver.com,2,0,10,NSA_Brand_Search
20210308,cpc,search.naver.com,2,0,10,NSA_Brand_Search
20210314,cpc,search.naver.com,9,23089,10476,NSA_3dp
20210311,cpc,search.naver.com,3,4411,1040,NSA_INJ_Mobile
20210309,cpc,search.naver.com,0,0,51,NSA_3dp_Mobile
20210314,cpc,search.naver.com,17,8371,3383,NSA_SHT
20210313,cpc,search.naver.com,7,6424,761,NSA_SHT_Mobile
20210309,cpc,search.naver.com,2,143,319,NSA_Brand
20210312,cpc,search.naver.com,13,27830,776,NSA_INJ_Mobile
20210310,cpc,search.naver.com,5,7722,1038,NSA_SHT_Mobile
20210310,cpc,search.naver.com,1,66,227,NSA_Brand
20210308,cpc,search.naver.com,1,858,1004,NSA_SHT_Mobile
20210314,cpc,search.naver.com,14,23309,17648,NSA_cnc
20210314,cpc,search.naver.com,3,4246,1726,NSA_INJ
20210314,cpc,search.naver.com,7,6644,870,NSA_SHT_Mobile
20210312,cpc,search.naver.com,1,77,31,NSA_3dp_Mobile
20210312,cpc,search.naver.com,7,27357,1921,NSA_cnc_Mobile
20210313,cpc,search.naver.com,0,0,142,NSA_Brand
20210311,cpc,search.naver.com,1,825,37,NSA_3dp_Mobile
20210311,cpc,search.naver.com,5,17886,1882,NSA_cnc_Mobile
20210309,cpc,search.naver.com,14,25619,1703,NSA_INJ_Mobile
20210308,cpc,search.naver.com,23,52118,16707,NSA_3dp
20210308,cpc,search.naver.com,1,385,54,NSA_3dp_Mobile
20210313,cpc,search.naver.com,17,52976,9907,NSA_3dp
20210311,cpc,search.naver.com,22,33099,3748,NSA_INJ
20210310,cpc,search.naver.com,8,9845,1146,NSA_INJ_Mobile
20210308,cpc,search.naver.com,5,24860,1368,NSA_cnc_Mobile
20210308,cpc,search.naver.com,55,51161,7205,NSA_SHT
20210312,cpc,search.naver.com,1,2013,804,NSA_SHT_Mobile
20210314,cpc,search.naver.com,0,0,113,NSA_3dp_Mobile
20210311,cpc,search.naver.com,23,26103,30870,NSA_cnc
20210313,cpc,search.naver.com,21,17138,3473,NSA_SHT
20210314,cpc,search.naver.com,12,16368,1794,NSA_cnc_Mobile
20210310,cpc,search.naver.com,43,24871,7269,NSA_SHT
20210314,cpc,search.naver.com,0,0,213,NSA_Brand
20210309,cpc,search.naver.com,25,36971,29873,NSA_cnc
20210312,cpc,search.naver.com,29,39875,26605,NSA_cnc
20210312,cpc,search.naver.com,2,143,165,NSA_Brand
20210313,cpc,search.naver.com,14,28578,943,NSA_INJ_Mobile
20210310,cpc,search.naver.com,16,30921,13561,NSA_3dp
20210311,cpc,search.naver.com,3,5148,823,NSA_SHT_Mobile
20210309,cpc,search.naver.com,22,66231,3959,NSA_INJ
20210312,cpc,search.naver.com,29,41536,3452,NSA_INJ
