ga:date,ga:medium,ga:source,ga:adClicks,ga:adCost,ga:impressions,ga:campaign
20210125,cpc,search.naver.com,27,30448,3267,NSA_INJ
20210125,cpc,search.naver.com,30,65868,54218,NSA_cnc
20210124,cpc,search.naver.com,0,0,123,NSA_3dp_Mobile
20210123,cpc,search.naver.com,0,0,1406,NSA_Brand
20210124,cpc,search.naver.com,20,37873,1901,NSA_cnc_Mobile
20210125,cpc,search.naver.com,3,231,263,NSA_Brand
20210126,cpc,search.naver.com,38,76681,43452,NSA_cnc
20210123,cpc,search.naver.com,3,5324,914,NSA_INJ_Mobile
20210124,cpc,search.naver.com,17,46222,11238,NSA_3dp
20210126,cpc,search.naver.com,26,40689,3502,NSA_INJ
20210126,cpc,search.naver.com,10,12540,1251,NSA_INJ_Mobile
20210122,cpc,search.naver.com,1,132,48,NSA_3dp_Mobile
20210124,cpc,search.naver.com,0,0,788,NSA_Brand
20210122,cpc,search.naver.com,21,49522,13498,NSA_3dp
20210122,cpc,search.naver.com,6,462,1012,NSA_Brand
20210122,cpc,search.naver.com,19,61358,2642,NSA_cnc_Mobile
20210123,cpc,search.naver.com,5,7128,1256,NSA_INJ
20210125,cpc,search.naver.com,16,31746,1582,NSA_INJ_Mobile
20210123,cpc,search.naver.com,24,53493,28551,NSA_cnc
20210122,cpc,search.naver.com,14,21285,2653,NSA_INJ
20210122,cpc,search.naver.com,24,66253,37462,NSA_cnc
20210125,cpc,search.naver.com,16,55935,2616,NSA_cnc_Mobile
20210125,cpc,search.naver.com,1,385,89,NSA_3dp_Mobile
20210122,cpc,search.naver.com,8,12166,892,NSA_INJ_Mobile
20210123,cpc,search.naver.com,20,49456,10378,NSA_3dp
20210126,cpc,search.naver.com,9,30283,2347,NSA_cnc_Mobile
20210126,cpc,search.naver.com,2,748,70,NSA_3dp_Mobile
20210126,cpc,search.naver.com,2,154,561,NSA_Brand
20210123,cpc,search.naver.com,16,21626,1847,NSA_cnc_Mobile
20210125,cpc,search.naver.com,33,91069,17804,NSA_3dp
20210123,cpc,search.naver.com,0,0,123,NSA_3dp_Mobile
20210124,cpc,search.naver.com,10,8250,1341,NSA_INJ
20210124,cpc,search.naver.com,10,20911,1139,NSA_INJ_Mobile
20210126,cpc,search.naver.com,24,72061,15384,NSA_3dp
20210124,cpc,search.naver.com,17,30723,27632,NSA_cnc
