ga:date,ga:medium,ga:source,ga:adClicks,ga:adCost,ga:impressions,ga:campaign
20210326,cpc,search.naver.com,1,66,405,NSA_Brand
20210328,cpc,search.naver.com,1,187,124,NSA_3dp_Mobile
20210326,cpc,search.naver.com,3,0,12,NSA_Brand_Search
20210328,cpc,search.naver.com,10,28083,1470,NSA_cnc_Mobile
20210327,cpc,search.naver.com,0,0,1,NSA_Brand_Search
20210327,cpc,search.naver.com,5,8019,1683,NSA_cnc_Mobile
20210327,cpc,search.naver.com,0,0,75,NSA_3dp_Mobile
20210327,cpc,search.naver.com,5,7403,1491,NSA_INJ
20210326,cpc,search.naver.com,3,6127,732,NSA_INJ_Mobile
20210327,cpc,search.naver.com,13,14124,15942,NSA_cnc
20210327,cpc,search.naver.com,0,0,225,NSA_Brand
20210328,cpc,search.naver.com,1,1254,955,NSA_SHT_Mobile
20210328,cpc,search.naver.com,24,13805,3671,NSA_SHT
20210326,cpc,search.naver.com,30,17424,5917,NSA_SHT
20210328,cpc,search.naver.com,23,51326,11367,NSA_3dp
20210326,cpc,search.naver.com,13,41283,10285,NSA_3dp
20210327,cpc,search.naver.com,3,2222,737,NSA_SHT_Mobile
20210327,cpc,search.naver.com,19,10769,3579,NSA_SHT
20210327,cpc,search.naver.com,12,35607,9308,NSA_3dp
20210328,cpc,search.naver.com,0,0,235,NSA_Brand
20210328,cpc,search.naver.com,1,0,5,NSA_Brand_Search
20210326,cpc,search.naver.com,19,37433,3089,NSA_INJ
20210328,cpc,search.naver.com,6,11066,1829,NSA_INJ
20210326,cpc,search.naver.com,1,242,37,NSA_3dp_Mobile
20210326,cpc,search.naver.com,24,33033,13678,NSA_cnc
20210328,cpc,search.naver.com,10,9361,17060,NSA_cnc
20210326,cpc,search.naver.com,9,22836,1870,NSA_cnc_Mobile
20210327,cpc,search.naver.com,8,14663,600,NSA_INJ_Mobile
20210328,cpc,search.naver.com,6,10362,630,NSA_INJ_Mobile
20210326,cpc,search.naver.com,4,5060,782,NSA_SHT_Mobile
