ga:date,ga:medium,ga:source,ga:adClicks,ga:adCost,ga:impressions,ga:campaign
20201219,cpc,search.naver.com,41,70532,33296,NSA
20201215,cpc,search.naver.com,64,99836,87272,NSA
20201211,cpc,search.naver.com,61,94633,47531,NSA
20201218,cpc,search.naver.com,61,102047,44850,NSA
20201210,cpc,search.naver.com,66,94061,53086,NSA
20201214,cpc,search.naver.com,55,102410,91182,NSA
20201216,cpc,search.naver.com,48,101662,58656,NSA
20201212,cpc,search.naver.com,48,69762,37234,NSA
20201213,cpc,search.naver.com,44,60852,43145,NSA
20201217,cpc,search.naver.com,64,98461,44886,NSA
20201220,cpc,search.naver.com,56,95469,36441,NSA
