ga:date,ga:medium,ga:source,ga:adClicks,ga:adCost,ga:impressions,ga:campaign
20210203,cpc,search.naver.com,17,26521,3002,NSA_INJ
20210204,cpc,search.naver.com,2,1144,1396,NSA_INJ_Mobile
20210206,cpc,search.naver.com,1,77,238,NSA_Brand
20210203,cpc,search.naver.com,37,63822,36218,NSA_cnc
20210207,cpc,search.naver.com,15,27192,969,NSA_INJ_Mobile
20210203,cpc,search.naver.com,0,0,45,NSA_3dp_Mobile
20210203,cpc,search.naver.com,16,48675,2083,NSA_cnc_Mobile
20210202,cpc,search.naver.com,31,65659,14411,NSA_3dp
20210206,cpc,search.naver.com,8,17941,19694,NSA_cnc
20210202,cpc,search.naver.com,4,6963,1185,NSA_INJ_Mobile
20210206,cpc,search.naver.com,0,0,71,NSA_3dp_Mobile
20210204,cpc,search.naver.com,25,62106,13235,NSA_3dp
20210207,cpc,search.naver.com,1,77,205,NSA_Brand
20210206,cpc,search.naver.com,10,37521,1826,NSA_cnc_Mobile
20210206,cpc,search.naver.com,9,13651,1049,NSA_INJ
20210207,cpc,search.naver.com,17,50215,9977,NSA_3dp
20210205,cpc,search.naver.com,15,24486,2558,NSA_INJ
20210205,cpc,search.naver.com,1,297,46,NSA_3dp_Mobile
20210205,cpc,search.naver.com,30,40326,29416,NSA_cnc
20210205,cpc,search.naver.com,3,6567,2033,NSA_cnc_Mobile
20210205,cpc,search.naver.com,6,12727,910,NSA_INJ_Mobile
20210202,cpc,search.naver.com,0,0,287,NSA_Brand
20210204,cpc,search.naver.com,28,51491,2929,NSA_INJ
20210206,cpc,search.naver.com,16,18183,9519,NSA_3dp
20210204,cpc,search.naver.com,1,77,499,NSA_Brand
20210204,cpc,search.naver.com,26,59213,33354,NSA_cnc
20210206,cpc,search.naver.com,7,14388,737,NSA_INJ_Mobile
20210207,cpc,search.naver.com,17,24541,19277,NSA_cnc
20210207,cpc,search.naver.com,10,6391,1088,NSA_INJ
20210202,cpc,search.naver.com,12,36685,2240,NSA_cnc_Mobile
20210202,cpc,search.naver.com,0,0,48,NSA_3dp_Mobile
20210205,cpc,search.naver.com,7,25487,12435,NSA_3dp
20210205,cpc,search.naver.com,0,0,435,NSA_Brand
20210203,cpc,search.naver.com,13,24354,1631,NSA_INJ_Mobile
20210203,cpc,search.naver.com,1,77,409,NSA_Brand
20210207,cpc,search.naver.com,21,30558,2169,NSA_cnc_Mobile
20210203,cpc,search.naver.com,20,49038,13866,NSA_3dp
20210207,cpc,search.naver.com,2,638,136,NSA_3dp_Mobile
20210202,cpc,search.naver.com,16,15301,3090,NSA_INJ
20210204,cpc,search.naver.com,10,18722,2120,NSA_cnc_Mobile
20210202,cpc,search.naver.com,31,45804,37623,NSA_cnc
20210204,cpc,search.naver.com,0,0,32,NSA_3dp_Mobile
