keyword,bidding1st ,bidding2st ,bidding3st ,bidding4st ,bidding5st ,bidding6st ,bidding7st ,bidding8st ,bidding9st ,bidding10st 
철골구조,2070,1210,980,860,710,630,530,440,390,360
박판가공,1380,1050,640,270,120,90,70,70,70,70
SHELF,470,330,240,190,110,80,70,70,70,70
철물제작,2220,1310,850,680,550,470,390,340,310,280
포인트간판,2220,1700,1490,1340,1230,1140,1050,970,900,840
콘솔데스크,1930,1720,1610,1570,1470,1250,1000,800,650,560
철재계단,930,870,820,770,680,630,600,570,530,490
철골계단,1100,830,730,640,580,530,490,450,410,370
철제제작,1920,1020,810,640,540,460,390,340,310,280
판금제관,170,150,120,70,70,70,70,70,70,70
아마다절단기,1830,1550,1430,1390,540,140,100,90,70,70
계단제작,1430,860,770,680,610,560,520,470,440,410
아마다샤링기,280,160,70,70,70,70,70,70,70,70
프레임제작,1200,930,830,760,720,670,620,580,530,480
철골,30920,1330,850,740,680,630,580,530,480,450
수배전반제조,70,70,70,70,70,70,70,70,70,70
채널간판,6580,4070,3490,3070,2740,2450,2210,1980,1810,1670
유압절단기,2640,2520,2440,2350,2210,2040,1870,1750,1650,1540
잡철,1170,940,710,560,390,330,300,260,220,190
철제가구제작,1850,1340,1140,980,860,780,720,680,650,630
프레스금형,2830,2720,2590,2520,2470,2430,2360,2260,2120,1990
간판프레임,1220,590,440,360,310,280,240,210,200,170
칠러제작,4540,3240,1270,790,360,240,160,110,70,70
장비프레임,70,70,70,70,70,70,70,70,70,70
진공챔버제작,1070,420,230,170,130,100,90,80,70,70
반도체장비제작,550,480,440,70,70,70,70,70,70,70
AMADA절곡기,1270,470,240,70,70,70,70,70,70,70
함체,1700,1160,670,590,550,510,460,400,350,310
업체검색,2960,350,290,270,240,230,200,180,180,160
워키움,70,70,70,70,70,70,70,70,70,70
철제작,610,500,350,290,250,230,170,130,100,90
프레스가공업체,750,590,280,260,230,210,190,150,130,120
동관가공,650,70,70,70,70,70,70,70,70,70
파이프펀칭,510,360,330,290,160,70,70,70,70,70
SUS파이프가공,1060,100,100,70,70,70,70,70,70,70
프레임가공,760,100,80,70,70,70,70,70,70,70
파이프보링,330,70,70,70,70,70,70,70,70,70
파이프절단가공,560,210,110,70,70,70,70,70,70,70
절곡기가격,330,280,150,140,110,80,70,70,70,70
철판샤링기,170,80,70,70,70,70,70,70,70,70
유압식절곡기,930,820,670,490,320,130,70,70,70,70
원형파이프가공,520,350,70,70,70,70,70,70,70,70
샤링기가격,150,70,70,70,70,70,70,70,70,70
RG35,130,70,70,70,70,70,70,70,70,70
스프링제작업체,940,810,720,630,540,470,410,330,320,310
에어튜브제작,200,150,90,70,70,70,70,70,70,70
샤링머신,120,70,70,70,70,70,70,70,70,70
펀치프레스,580,360,220,160,120,90,80,70,70,70
리어카제작,340,250,130,80,70,70,70,70,70,70
철판절곡기,840,690,620,530,410,340,270,200,170,150
R절곡,70,70,70,70,70,70,70,70,70,70
냉장고제조,90,70,70,70,70,70,70,70,70,70
엘리베이터제조,100,90,90,70,70,70,70,70,70,70
헤밍,320,280,240,70,70,70,70,70,70,70
방화문제조,450,350,290,250,200,160,160,130,110,110
스텐함,1130,720,590,570,500,480,430,400,380,360
NCT펀칭기,70,70,70,70,70,70,70,70,70,70
레이져조각기,27340,26830,13820,13600,10950,10440,7220,4490,3780,2840
CNC절곡기,2160,1960,1650,1170,640,500,430,350,240,170
동파이프가공,660,280,240,70,70,70,70,70,70,70
철골제작,2280,1320,810,620,570,510,460,410,350,300
하이스가공,510,120,80,70,70,70,70,70,70,70
철골소부재,550,80,70,70,70,70,70,70,70,70
유압절곡기,2550,2450,2300,2150,1990,1750,1440,1110,690,380
절곡기금형,70,70,70,70,70,70,70,70,70,70
용접제작,1070,800,690,610,560,530,460,380,310,250
트럼프절곡기,70,70,70,70,70,70,70,70,70,70
슬롯가공,740,100,70,70,70,70,70,70,70,70
아크릴레이져가공,1280,440,250,160,150,150,150,140,140,120
안산아크릴가공,740,330,160,70,70,70,70,70,70,70
판넬가공,640,90,70,70,70,70,70,70,70,70
드론생산,250,70,70,70,70,70,70,70,70,70
SYSTEMRACK,120,70,70,70,70,70,70,70,70,70
ENCLOSURE,1070,850,570,390,240,160,110,90,80,70
스텐시공,540,150,110,70,70,70,70,70,70,70
스테인리스가공업체,1050,280,100,70,70,70,70,70,70,70
펀치가공,930,470,360,70,70,70,70,70,70,70
유압샤링기,720,500,380,280,170,140,90,70,70,70
스테인레스가공업체,1170,760,520,490,360,220,200,200,100,100
3D레이져,1160,750,670,590,490,440,380,350,310,260
자동펀칭,420,330,240,70,70,70,70,70,70,70
펨프레스,300,190,90,70,70,70,70,70,70,70
코너샤링기,1760,1260,1040,930,880,770,600,420,280,210
로링가공,760,70,70,70,70,70,70,70,70,70
스덴제작,540,310,210,70,70,70,70,70,70,70
모듈개발,1260,680,520,430,400,350,310,240,240,120
흡연부스제작,4980,4710,4480,4230,4070,3850,3610,3370,3150,3030
용접가공,720,140,100,70,70,70,70,70,70,70
방열판가공,70,70,70,70,70,70,70,70,70,70
박판스프링,700,590,330,310,300,120,70,70,70,70
메탈조인트,1540,1390,1090,860,770,600,520,470,410,350
스텐제작업체,620,520,430,350,270,160,110,100,100,100
CNC펀칭기,130,80,70,70,70,70,70,70,70,70
알루미늄레이져,70,70,70,70,70,70,70,70,70,70
절단절곡기,1840,1680,1450,1380,1190,1010,680,330,150,120
레이져기계,2270,1070,430,160,160,160,160,150,140,140
PRESSBRAKE,120,70,70,70,70,70,70,70,70,70
대형절곡기,200,160,140,70,70,70,70,70,70,70
선입선출랙,1100,1000,930,690,400,300,260,200,150,110
유압식절단기,820,750,680,600,510,420,300,200,160,130
자동절곡기,510,330,230,150,80,70,70,70,70,70
폴딩기,520,510,170,70,70,70,70,70,70,70
코너샤링,780,290,100,70,70,70,70,70,70,70
판재가공,740,630,430,290,200,190,180,170,150,130
판재,960,820,750,690,620,570,520,480,440,400
레이져각인기,12030,8350,6820,6000,5120,4250,3530,2980,2550,2170
베이크라이트,620,430,330,290,250,200,170,150,130,110
레이져마킹,23510,15640,14120,11710,9790,8570,7220,6030,4930,3930
PCBCUTTING,80,70,70,70,70,70,70,70,70,70
LASERSOLDERING,80,70,70,70,70,70,70,70,70,70
서스제작,920,130,100,90,80,80,70,70,70,70
리벳,2220,1750,1370,960,760,660,590,520,450,410
구리가공,1560,1440,640,510,430,230,170,130,110,90
철판,1930,1330,810,740,650,520,450,390,360,340
포맥스타공,2530,1170,250,190,100,70,70,70,70,70
레이져각인,10670,7180,7000,5950,4350,3950,2830,2560,2390,2030
와이어밴딩,970,810,590,480,380,340,300,250,210,200
포맥스컷팅,2480,2120,1660,1420,1100,770,640,530,420,300
알루미늄절단기,2260,1860,1720,1580,1440,1310,1160,1000,880,720
아크릴절단,1170,990,910,830,770,720,670,610,550,490
문패,1740,1560,1430,1320,1210,1120,1020,950,880,820
플라즈마가공,610,340,160,70,70,70,70,70,70,70
아크릴커팅,1400,1320,1200,1090,1020,950,880,830,780,730
도마각인,850,490,160,130,100,80,70,70,70,70
알루미늄절단가공,2270,740,210,70,70,70,70,70,70,70
실리콘절단,1200,390,270,70,70,70,70,70,70,70
플라스틱절단기,1650,700,280,220,180,150,120,100,80,70
금속조각,440,370,330,310,270,240,210,180,160,140
세라믹절단기,1280,290,230,70,70,70,70,70,70,70
캠핑문패,520,400,350,310,280,250,220,200,180,170
금속커팅기,470,370,340,300,260,210,190,170,140,110
알미늄판가공,420,250,200,70,70,70,70,70,70,70
PVC가공업체,830,680,630,560,530,380,300,180,100,100
각파이프절단기,1370,600,270,200,140,110,90,70,70,70
프레스절단,1660,450,260,70,70,70,70,70,70,70
알미늄가공기,1090,360,120,70,70,70,70,70,70,70
철절단기,1110,380,220,160,120,80,70,70,70,70
프레스커팅,1570,70,70,70,70,70,70,70,70,70
PIPE절단,70,70,70,70,70,70,70,70,70,70
알미늄시트판,90,70,70,70,70,70,70,70,70,70
알루미늄시트판넬,460,410,370,350,340,320,300,270,240,220
산업용절단기,1340,330,210,70,70,70,70,70,70,70
스텐,1660,1500,1370,1260,1170,1090,1000,910,820,750
메탈가공,990,250,110,70,70,70,70,70,70,70
DNE,170,150,70,70,70,70,70,70,70,70
파이프가공,7020,6600,6490,6390,6250,6060,5880,5580,5240,4890
내마모강,2410,1420,990,950,890,860,810,710,520,300
레이져커터,70,70,70,70,70,70,70,70,70,70
철재가공,710,210,120,90,70,70,70,70,70,70
3차원레이져,960,910,820,70,70,70,70,70,70,70
플라스틱컷팅,1590,610,420,340,310,270,220,160,90,70
각파이프가공,500,180,110,90,80,70,70,70,70,70
파이프홀가공,1600,1570,1520,1240,780,500,220,130,70,70
PIPE가공,70,70,70,70,70,70,70,70,70,70
프로레이져,70,70,70,70,70,70,70,70,70,70
삼신레이져,70,70,70,70,70,70,70,70,70,70
스텐샤링,70,70,70,70,70,70,70,70,70,70
삼신LTS,70,70,70,70,70,70,70,70,70,70
SUS업체,1170,220,220,70,70,70,70,70,70,70
레이져공방,70,70,70,70,70,70,70,70,70,70
원단커팅기,1090,760,580,430,350,290,250,220,180,160
파이프절단기계,1440,550,330,190,150,90,70,70,70,70
음각각인,80,70,70,70,70,70,70,70,70,70
금속조형물제작,6850,2550,1690,1380,1220,1110,990,930,860,800
강화도어프레임,510,250,160,70,70,70,70,70,70,70
철책상,1460,950,790,650,530,460,390,350,320,290
박물관진열장,2230,1820,1630,1500,1390,1250,1170,1070,980,890
프레스업체,1290,1170,1000,880,720,540,440,310,130,110
아크릴컷팅기,1070,400,330,310,280,260,230,190,170,140
내마모강판,1650,1200,800,640,540,280,70,70,70,70
아크릴커팅기,1330,920,510,480,440,410,360,310,270,230
알루미늄봉가공,1450,100,90,70,70,70,70,70,70,70
파이프가공기계,330,320,300,70,70,70,70,70,70,70
아크릴가공기,1450,530,460,390,320,260,220,180,130,120
레이져타공,70,70,70,70,70,70,70,70,70,70
아크릴CNC가공,1050,980,870,770,700,650,600,550,510,490
포맥스커팅,2480,1260,840,660,570,380,260,210,180,160
포맥스글자,690,490,330,260,230,180,150,130,100,80
CNC컷팅,650,600,540,500,470,430,410,390,360,350
플라스틱커팅기,1400,550,370,290,250,190,130,100,80,70
철판커팅,870,560,390,70,70,70,70,70,70,70
아크릴절단기,820,600,390,320,270,240,210,190,160,140
화이버레이져,70,70,70,70,70,70,70,70,70,70
파이버레이져,3400,3180,2310,70,70,70,70,70,70,70
소형가공기,1620,440,360,70,70,70,70,70,70,70
아크릴마킹,560,470,410,350,310,270,210,190,170,150
파이프컷터기,19790,1290,390,310,250,220,160,140,130,120
커팅기계,1180,240,150,70,70,70,70,70,70,70
아크릴가공기계,570,460,440,280,190,160,160,150,70,70
환봉밴딩,640,500,320,160,160,150,100,70,70,70
밴딩파이프,470,280,210,190,170,140,110,90,80,70
레이져가공기,6940,2680,2070,1920,1640,1490,1300,1030,940,840
동절단기,2570,490,340,70,70,70,70,70,70,70
금속재단,110,80,70,70,70,70,70,70,70,70
알루미늄커팅기,1930,950,340,320,310,290,250,190,150,120
플레이트가공,1350,190,150,70,70,70,70,70,70,70
HARDANODIZING,580,70,70,70,70,70,70,70,70,70
미세홀가공,650,550,410,320,260,230,220,200,190,180
CNCLASER,200,100,70,70,70,70,70,70,70,70
파이프가공기,3100,1490,770,480,420,330,220,140,90,80
황동다보,70,70,70,70,70,70,70,70,70,70
CNC머시닝센터,990,860,770,70,70,70,70,70,70,70
알루미늄부품가공,1210,930,580,460,340,290,230,140,110,80
동가공,1730,1260,1030,950,750,710,600,430,330,230
알루미늄가공기,1450,620,460,360,250,200,70,70,70,70
뻬끄라이트,300,100,70,70,70,70,70,70,70,70
백그라이트가공,710,100,100,70,70,70,70,70,70,70
LASERCUTTINGMACHINE,480,70,70,70,70,70,70,70,70,70
바이스트로닉스,70,70,70,70,70,70,70,70,70,70
화이버,2070,600,510,470,430,400,350,310,280,260
알루미늄컷팅기,1450,590,420,400,350,300,240,200,160,140
에어컷팅,760,130,70,70,70,70,70,70,70,70
명판조각기,1150,740,500,460,390,330,260,240,240,190
LASERCUTTER,500,400,250,70,70,70,70,70,70,70
신주가공,1200,690,560,480,420,380,340,290,230,200
LASERMACHINE,2460,120,70,70,70,70,70,70,70,70
파이프연마기,120,70,70,70,70,70,70,70,70,70
스티로폼커팅기,490,310,220,70,70,70,70,70,70,70
소형절단기,520,500,470,450,420,360,330,290,250,210
LASERMARKING,6090,5320,4710,4230,3620,2910,2370,1970,1760,1400
영원레이져,70,70,70,70,70,70,70,70,70,70
트럼프레이져,70,70,70,70,70,70,70,70,70,70
아크릴레이져,970,740,610,520,510,470,390,350,310,280
소형커팅기,2910,2120,1620,840,400,260,230,210,200,190
평판컷팅기,1680,1480,1350,1250,1200,1120,880,660,610,550
V절곡,730,550,530,70,70,70,70,70,70,70
포멕스재단기,430,100,70,70,70,70,70,70,70,70
LASER가공,2040,1200,360,70,70,70,70,70,70,70
철판도장,140,100,90,80,70,70,70,70,70,70
T바,940,680,580,540,520,500,480,460,430,400
대형빔,330,80,70,70,70,70,70,70,70,70
레이져조각,70,70,70,70,70,70,70,70,70,70
나이프커팅기,590,150,70,70,70,70,70,70,70,70
CNC커팅기,910,810,500,290,180,150,130,100,80,70
CO2레이져,70,70,70,70,70,70,70,70,70,70
지하이,70,70,70,70,70,70,70,70,70,70
알루미늄자동절단기,590,530,430,70,70,70,70,70,70,70
평판커팅기,1750,1530,1370,1240,1010,940,910,830,740,630
금속각인기,6430,5210,4610,3950,3400,2960,2660,2300,2000,1710
철재다리제작,550,430,400,380,360,340,310,290,250,220
플라스틱재단기,160,110,70,70,70,70,70,70,70,70
프라스틱절단기,410,210,180,70,70,70,70,70,70,70
소형컷팅기,1380,460,380,320,290,250,210,190,170,150
알류미늄파이프,480,340,280,270,250,220,190,170,120,120
알미늄각재,470,360,300,250,200,170,140,110,100,100
알미늄컷팅기,620,480,420,370,340,300,250,180,130,90
포맥스커팅기,70,70,70,70,70,70,70,70,70,70
성원스틸,70,70,70,70,70,70,70,70,70,70
자동재단기,920,840,750,590,420,320,250,200,190,180
파이프커팅,970,530,300,190,140,110,100,80,80,70
평판컷팅,340,210,200,70,70,70,70,70,70,70
디지털평판커팅기,300,270,210,180,130,110,80,70,70,70
대형재단기,770,750,690,520,340,250,210,190,180,150
포맥스재단기,680,280,160,90,70,70,70,70,70,70
평판절단기,3920,280,210,70,70,70,70,70,70,70
대형절단기,3080,2180,1430,950,740,640,530,430,300,210
휴대용유압펀칭기,560,270,210,70,70,70,70,70,70,70
베크라이트판,620,290,230,190,160,140,130,100,80,70
후렌지가공,760,220,190,70,70,70,70,70,70,70
플랜지가공,770,170,110,70,70,70,70,70,70,70
복합가공,1410,1330,110,70,70,70,70,70,70,70
샤프트가공,870,780,650,500,430,400,380,340,300,270
와이어컷,870,760,530,70,70,70,70,70,70,70
알미늄판넬,920,800,700,610,550,480,420,380,350,310
다이아컷팅기,210,90,70,70,70,70,70,70,70,70
평판플로터,980,430,350,300,270,250,220,200,180,150
절단기계,340,280,220,190,180,140,100,90,80,70
환봉가공,680,240,180,150,120,100,90,90,80,80
갠트리,840,510,400,340,310,280,250,230,210,180
경량빔,500,320,250,180,110,70,70,70,70,70
펀칭,930,680,580,540,510,440,390,340,260,220
평철절단,520,250,210,140,70,70,70,70,70,70
스텐레스제작,1850,1530,1480,1240,1050,900,780,650,560,450
플라즈마컷팅기,650,470,70,70,70,70,70,70,70,70
워터젯가공업체,170,120,110,70,70,70,70,70,70,70
김해워터젯,220,100,80,70,70,70,70,70,70,70
워터젯연마제,470,70,70,70,70,70,70,70,70,70
청주워터젯,70,70,70,70,70,70,70,70,70,70
안산워터젯,550,480,120,70,70,70,70,70,70,70
동부스바가공,850,610,460,430,310,150,110,90,70,70
서스절단,310,230,70,70,70,70,70,70,70,70
구미워터젯,70,70,70,70,70,70,70,70,70,70
대구워터젯,960,770,540,70,70,70,70,70,70,70
대전워터젯,310,110,70,70,70,70,70,70,70,70
울산워터젯,1090,880,220,70,70,70,70,70,70,70
화강석가공,490,150,110,70,70,70,70,70,70,70
포항워터젯,70,70,70,70,70,70,70,70,70,70
창원워터젯,480,230,120,70,70,70,70,70,70,70
워터젯절단기,770,740,480,340,240,160,130,80,70,70
워터제트,920,680,570,430,370,330,280,240,200,170
카본파이프절단,90,70,70,70,70,70,70,70,70,70
PVC파이프절단,520,400,270,220,190,160,100,70,70,70
테프론가공업체,690,550,360,260,220,170,120,110,100,100
우레탄가공업체,820,330,320,70,70,70,70,70,70,70
카본절단,470,350,220,80,70,70,70,70,70,70
스테인리스절단,860,660,550,70,70,70,70,70,70,70
시화워터젯,80,70,70,70,70,70,70,70,70,70
실리콘가공업체,330,170,170,70,70,70,70,70,70,70
아크릴가공업체,1810,1420,1350,1310,1280,1230,1160,1070,1020,970
물칼,600,460,170,70,70,70,70,70,70,70
베벨절단,80,70,70,70,70,70,70,70,70,70
석재가공기계,410,70,70,70,70,70,70,70,70,70
석재가공방법,70,70,70,70,70,70,70,70,70,70
개선가공,680,70,70,70,70,70,70,70,70,70
구리절단,530,430,340,70,70,70,70,70,70,70
나무가공업체,480,330,290,270,240,220,190,160,140,120
대리석가공업체,250,90,90,70,70,70,70,70,70,70
PVC파이프가공,440,150,70,70,70,70,70,70,70,70
WATERJETCUTTING,70,70,70,70,70,70,70,70,70,70
워터젯가격,2440,1280,740,410,150,120,100,80,70,70
워터젯기계,110,90,70,70,70,70,70,70,70,70
동양계기,70,70,70,70,70,70,70,70,70,70
워터젯펌프,110,90,70,70,70,70,70,70,70,70
라인젯,70,70,70,70,70,70,70,70,70,70
박판절단,320,70,70,70,70,70,70,70,70,70
고압세척펌프,250,220,200,170,140,120,110,90,90,80
(주)티오피에스,70,70,70,70,70,70,70,70,70,70
금호미터텍,260,170,70,70,70,70,70,70,70,70
수압절단기,380,180,110,70,70,70,70,70,70,70
에폭시가공,850,570,400,330,300,270,240,190,180,150
부스바가공,750,440,310,280,250,230,220,180,140,130
PC카바,180,70,70,70,70,70,70,70,70,70
황동CNC,760,550,190,70,70,70,70,70,70,70
시편절단,2660,1520,1120,940,840,560,400,320,230,210
초고압펌프,1140,990,900,750,660,570,530,440,340,280
티타늄가공업체,2130,1700,730,400,230,120,100,80,70,70
AL가공,1440,470,360,300,170,90,90,80,70,70
플라스틱가공업체,1450,810,710,680,610,540,460,440,410,370
황동판가공,440,190,80,70,70,70,70,70,70,70
알루미늄판재가공,440,280,140,70,70,70,70,70,70,70
금속판재가공,340,70,70,70,70,70,70,70,70,70
평면가공,680,180,90,70,70,70,70,70,70,70
폴리에틸렌가공,1580,1440,100,70,70,70,70,70,70,70
하우징가공,830,490,100,70,70,70,70,70,70,70
합성수지가공,8710,8150,5050,4050,3390,3030,2860,2590,2320,2200
환봉절곡,260,100,70,70,70,70,70,70,70,70
앵글가공,810,710,610,530,420,340,300,270,240,230
엠씨나일론,760,500,420,200,180,140,120,110,100,90
우레탄가공,1040,960,880,780,730,680,600,540,480,400
원통가공,650,280,120,70,70,70,70,70,70,70
음각가공,690,100,70,70,70,70,70,70,70,70
의료기기가공,730,230,140,70,70,70,70,70,70,70
임가공외주,700,90,70,70,70,70,70,70,70,70
철판CNC가공,1100,100,70,70,70,70,70,70,70,70
스틸제작,800,720,570,380,330,290,270,230,200,180
슬로터가공,580,70,70,70,70,70,70,70,70,70
베크라이트가공,890,350,330,310,280,260,190,140,110,100
보링가공,610,580,540,450,340,290,240,190,140,100
부스바업체,600,400,260,70,70,70,70,70,70,70
부시가공,760,100,100,70,70,70,70,70,70,70
빼크라이트,1260,530,390,290,250,210,180,160,140,130
SUS304CU,100,70,70,70,70,70,70,70,70,70
SUS304가공,550,480,220,70,70,70,70,70,70,70
SUS316LN,100,70,70,70,70,70,70,70,70,70
SUS420F,340,90,70,70,70,70,70,70,70,70
SUS440A,100,70,70,70,70,70,70,70,70,70
SUS제작업체,1010,140,100,70,70,70,70,70,70,70
TAP가공,1020,220,200,70,70,70,70,70,70,70
TEFLON가공,1870,1830,530,70,70,70,70,70,70,70
각가공,760,100,70,70,70,70,70,70,70,70
경면가공,690,190,160,70,70,70,70,70,70,70
그라파이트가공,690,470,240,150,110,100,80,70,70,70
ABS가공,1740,1170,640,440,350,320,300,280,260,240
ABS제작,820,580,370,300,240,190,130,110,70,70
PEEK가공,1550,1490,1460,1430,1360,1270,1250,1170,1130,1010
PPS가공,800,410,100,70,70,70,70,70,70,70
PP가공,6730,5740,5050,4530,4090,3690,3280,2820,2430,1930
PU가공,660,100,70,70,70,70,70,70,70,70
PVC제작,2000,1870,1730,1630,1560,1500,1430,1350,1290,1200
S45C가공,870,180,100,70,70,70,70,70,70,70
SLOT가공,100,70,70,70,70,70,70,70,70,70
SS400가공,760,100,90,70,70,70,70,70,70,70
SUH1,110,90,70,70,70,70,70,70,70,70
목형가공,600,270,170,70,70,70,70,70,70,70
목형가공기,480,70,70,70,70,70,70,70,70,70
황동제작,1930,780,600,340,190,140,90,80,80,70
투명PC가공,100,90,70,70,70,70,70,70,70,70
용접업체,2650,1640,1480,1380,1270,1180,1100,1040,980,910
핀가공,610,290,210,160,140,100,70,70,70,70
철판밴딩기,330,310,240,210,150,120,100,80,70,70
아연도금업체,870,110,90,70,70,70,70,70,70,70
HANDPRESS,260,140,110,70,70,70,70,70,70,70
호퍼제작,590,440,320,220,150,100,70,70,70,70
배관제작,7860,850,440,360,280,220,180,140,120,100
철강기계,110,70,70,70,70,70,70,70,70,70
슬리팅,750,680,620,550,480,430,390,350,300,260
각파이프,2930,2510,2320,2130,1890,1690,1560,1450,1330,1210
알루미늄프레스,300,240,70,70,70,70,70,70,70,70
금속프레스,230,110,70,70,70,70,70,70,70,70
PVC절곡,480,90,70,70,70,70,70,70,70,70
스텐단열바,990,350,150,130,100,80,80,70,70,70
철판계단,340,220,160,70,70,70,70,70,70,70
신호등철주,420,100,90,70,70,70,70,70,70,70
군산절곡,70,70,70,70,70,70,70,70,70,70
시흥철재상가,250,160,70,70,70,70,70,70,70,70
제주철판,220,160,120,70,70,70,70,70,70,70
판금도색,3640,2670,2300,2070,1870,1700,1580,1470,1360,1220
용접시편,730,690,650,580,510,420,360,320,290,240
전체도색,3290,2040,1640,1370,1200,990,840,690,590,510
알루미늄아노다이징,1120,970,810,650,530,460,410,350,300,260
판금가격,770,660,620,70,70,70,70,70,70,70
파주절곡,70,70,70,70,70,70,70,70,70,70
철재소품,370,260,220,70,70,70,70,70,70,70
철재제품,190,70,70,70,70,70,70,70,70,70
서스,460,400,350,320,290,270,260,240,220,200
서스외함,80,70,70,70,70,70,70,70,70,70
서스판넬,440,390,110,80,70,70,70,70,70,70
서스함,580,310,210,70,70,70,70,70,70,70
서쓰,70,70,70,70,70,70,70,70,70,70
스텐리스,480,320,260,200,160,130,110,100,90,70
스텐문짝,250,220,200,70,70,70,70,70,70,70
스텐외함,260,250,210,70,70,70,70,70,70,70
스텐판금,110,90,70,70,70,70,70,70,70,70
스텐판넬,400,350,310,280,240,200,180,160,150,130
스틸함,260,230,210,200,180,170,150,120,100,90
앙카지지대,360,110,70,70,70,70,70,70,70,70
PLC판넬제작,80,70,70,70,70,70,70,70,70,70
SUSPANEL,80,70,70,70,70,70,70,70,70,70
SUSPOLE,110,70,70,70,70,70,70,70,70,70
SUS판넬,620,360,270,220,180,160,140,130,120,120
SUS패널,210,70,70,70,70,70,70,70,70,70
SUS폴,360,220,90,70,70,70,70,70,70,70
SUS폴대,330,210,150,70,70,70,70,70,70,70
분체도장업체,1830,1690,1510,1310,1200,980,860,720,550,450
부산철공소,70,70,70,70,70,70,70,70,70,70
크로메이트처리,80,70,70,70,70,70,70,70,70,70
산화피막처리,70,70,70,70,70,70,70,70,70,70
크로메이트피막,70,70,70,70,70,70,70,70,70,70
부동태피막,70,70,70,70,70,70,70,70,70,70
부동태,670,640,460,70,70,70,70,70,70,70
아노다이징가격,720,320,250,210,150,120,110,110,80,70
아노다이징공정,70,70,70,70,70,70,70,70,70,70
아노다이징설비,230,160,90,70,70,70,70,70,70,70
알루미늄크로메이트,120,70,70,70,70,70,70,70,70,70
알루미늄피막,320,280,240,70,70,70,70,70,70,70
알미늄아노다이징,180,140,110,70,70,70,70,70,70,70
알미늄표면처리,470,320,250,70,70,70,70,70,70,70
양극산화피막,70,70,70,70,70,70,70,70,70,70
연질아노다이징,70,70,70,70,70,70,70,70,70,70
경질아노다이징,780,480,260,70,70,70,70,70,70,70
프레스가공품,120,90,70,70,70,70,70,70,70,70
아노다이징업체,850,410,320,260,190,130,90,80,80,70
알루미늄표면처리,650,510,410,300,230,190,170,160,140,120
메탈판넬,8850,4340,2900,2380,2020,1610,1330,1040,810,640
알루미늄도금,820,750,700,650,600,550,510,430,360,290
반도체장비프레임,70,70,70,70,70,70,70,70,70,70
ANODIZING,840,770,590,440,350,280,190,110,80,70
오산외형복원,1500,1220,1120,900,390,220,90,70,70,70
양극산화,870,700,440,70,70,70,70,70,70,70
정밀프레스금형,520,230,220,70,70,70,70,70,70,70
판금도색저렴한곳,600,560,510,70,70,70,70,70,70,70
판금도색잘하는곳,1480,820,640,570,410,350,280,170,160,120
프레스생산,220,200,180,70,70,70,70,70,70,70
아노다이징가공,820,90,70,70,70,70,70,70,70,70
프래스,930,630,300,280,250,230,220,210,180,170
박판,940,850,550,340,300,260,230,200,180,170
프레스공장,340,300,270,260,240,220,200,180,150,130
콘밴딩,600,70,70,70,70,70,70,70,70,70
소형절곡기,1030,700,650,590,490,390,330,240,190,180
프레스물,560,120,70,70,70,70,70,70,70,70
정밀프레스,490,310,230,160,140,120,90,70,70,70
알미늄다이케스팅,100,70,70,70,70,70,70,70,70,70
양극산화처리,70,70,70,70,70,70,70,70,70,70
AL표면처리,70,70,70,70,70,70,70,70,70,70
마그네슘다이케스팅,70,70,70,70,70,70,70,70,70,70
스텐표면처리,560,410,170,70,70,70,70,70,70,70
서스표면처리,80,70,70,70,70,70,70,70,70,70
화학연마,170,90,70,70,70,70,70,70,70,70
마그네슘표면처리,70,70,70,70,70,70,70,70,70,70
티타늄표면처리,80,80,70,70,70,70,70,70,70,70
기계프레스,610,480,410,70,70,70,70,70,70,70
H빔가공,2160,1570,1260,730,540,400,290,210,180,150
빔가공,290,220,200,160,110,80,70,70,70,70
V컷팅기,680,570,500,440,420,380,330,270,220,170
