연관 검색어,PC 월간 검색수,PC 월평균 클릭수,PC 월평균 클릭률,모바일 월간 검색수,모바일 월평균 클릭수,모바일 월평균 클릭율,월평균 노출 광고수,경쟁 정도
3D설계도,20,0.0,0.0,20,0.0,0.0,3,높음
3D프린터부품,320,2.5,0.83,190,6.0,3.16,15,높음
3D프린터제품제작,< 10,0.1,1.67,< 10,0.0,0.0,15,높음
3D형상모델링,20,0.0,0.0,40,0.0,0.0,3,높음
아이디어제작,10,0.7,4.45,10,0.0,0.0,15,높음
전자공학과졸업작품,200,4.2,2.06,120,1.3,1.13,11,중간
알루미늄판가공,60,0.9,1.4,50,0.7,1.26,15,높음
기계설계대행,< 10,0.3,15.39,< 10,0.0,0.0,13,중간
알루미늄박스제작,20,1.7,7.21,40,2.0,4.77,14,높음
자동공급장치,30,0.4,1.18,< 10,0.0,0.0,15,높음
자동화로봇,90,1.9,2.15,100,4.0,4.45,15,높음
조립지그,50,1.0,2.0,20,0.0,0.0,13,중간
식품자동화,20,1.5,5.74,< 10,0.0,0.0,13,중간
자동검사,20,0.4,2.03,30,0.3,0.72,15,높음
파렛트체인저,10,0.0,0.0,< 10,1.0,33.34,1,중간
파렛트반전기,< 10,0.0,0.0,< 10,0.0,0.0,2,중간
LEAKTEST,240,1.5,0.61,120,2.3,1.98,15,높음
핫멜트디스펜서,10,1.0,11.12,< 10,0.0,0.0,1,중간
티뽑기기계,< 10,0.0,0.0,< 10,0.8,12.5,2,중간
FRP인발,10,3.0,23.08,< 10,1.0,50.0,1,중간
기계자동화,30,0.2,0.59,30,0.3,1.02,15,높음
기계유지보수,10,0.4,2.95,20,0.0,0.0,2,중간
공장자동화업체,10,0.1,0.79,< 10,0.0,0.0,15,높음
공장자동화시스템,90,1.5,1.6,70,2.3,3.2,15,높음
검사장비제작,< 10,0.4,7.15,< 10,0.0,0.0,3,높음
롤투롤,190,2.1,1.12,170,0.5,0.3,15,높음
에어리크테스트,10,0.1,0.6,< 10,0.0,0.0,12,중간
오링조립기,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
생산자동화,390,1.5,0.4,300,1.3,0.47,15,높음
설비자동화,40,1.0,2.57,20,0.3,1.24,15,높음
수경재배기계,20,0.0,0.0,30,0.7,2.44,2,중간
기구설계알바,10,0.3,3.04,< 10,0.0,0.0,3,높음
설계아르바이트,< 10,0.2,2.5,10,0.0,0.0,10,중간
자동화라인,80,1.2,1.47,40,0.0,0.0,15,높음
개발업체,40,0.4,0.87,10,0.3,1.86,15,높음
자동화장비,180,2.8,1.53,120,1.0,0.87,15,높음
시작품제작,20,0.5,1.91,< 10,0.0,0.0,15,높음
금속케이스,40,1.9,5.09,60,1.6,2.83,15,높음
알루미늄목업,< 10,0.5,8.89,< 10,0.0,0.0,15,높음
설계프리랜서,20,0.7,2.43,20,0.0,0.0,11,중간
제품제작업체,20,1.3,7.02,< 10,0.7,13.34,15,높음
3D샘플,10,0.7,5.13,< 10,0.0,0.0,3,높음
기계제조,40,0.2,0.52,30,0.0,0.0,15,높음
지그제작업체,20,1.9,8.12,< 10,0.0,0.0,15,높음
태양광충전,150,0.9,0.64,400,1.5,0.4,15,높음
토끼로봇,10,0.0,0.0,50,0.7,1.39,3,높음
도깨비바늘,250,0.3,0.14,1620,7.0,0.47,12,중간
전자졸업작품,20,0.3,1.15,40,0.0,0.0,3,높음
3D제품설계,10,0.1,1.05,< 10,0.0,0.0,15,높음
자동화제작,< 10,0.3,5.56,< 10,0.0,0.0,3,높음
캐드외주,20,0.3,1.48,20,0.3,1.39,12,중간
주차장도면,100,0.7,0.73,40,0.0,0.0,3,높음
자동기계,80,0.5,0.66,100,1.3,1.37,15,높음
