relKeyword,monthlyPcQcCnt,monthlyMobileQcCnt,monthlyAvePcClkCnt,monthlyAveMobileClkCnt,monthlyAvePcCtr,monthlyAveMobileCtr,plAvgDepth,compIdx
3D프린터대행,250,160,6.3,16.3,2.59,10.47,15,높음
천안3D프린팅,20,10,1.2,0.0,6.5,0.0,4,낮음
CNC자동선반,130,90,2.5,5.0,2.04,5.62,15,높음
CNC업체,40,50,0.9,4.7,2.63,9.73,15,높음
SUS옷장,< 10,< 10,0.9,0.0,17.03,0.0,9,중간
의료기기설계,20,20,0.1,0.3,0.3,1.52,15,높음
콘크리트3D프린터,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
철판도소매,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
CNC제작,30,60,0.8,1.3,2.09,2.12,12,중간
3D프린팅후가공,30,20,0.5,0.0,1.27,0.0,15,높음
제주도3D프린터,< 10,< 10,0.4,0.0,12.5,0.0,3,높음
볼트가공,50,50,1.9,0.5,3.67,0.99,15,높음
대구알루미늄가공,< 10,< 10,1.3,0.0,16.67,0.0,3,높음
방탈출제작,10,20,1.1,0.3,12.5,1.39,4,낮음
에칭업체,< 10,10,0.3,0.3,3.51,3.04,6,중간
3D인쇄,50,50,1.8,3.8,3.92,8.16,15,높음
콘밴딩,10,< 10,0.6,2.0,3.85,66.67,2,중간
연마업체,10,10,0.0,0.0,0.0,0.0,3,높음
부품가공업체,10,< 10,0.0,0.0,0.0,0.0,3,높음
스텐점검구,290,350,12.2,33.0,4.43,9.94,15,높음
3D프린터조립,40,40,0.1,0.0,0.23,0.0,13,중간
피규어제작업체,20,20,0.9,1.3,4.06,6.25,15,높음
마크봇,10,< 10,0.0,0.0,0.0,0.0,2,중간
메탈3D프린터,60,30,1.1,1.3,1.86,3.51,15,높음
MCT가공업체,10,< 10,0.5,0.0,2.46,0.0,15,높음
테프론업체,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
CAD아르바이트,20,< 10,0.0,0.0,0.0,0.0,15,높음
미대졸업작품,< 10,20,0.3,0.0,3.34,0.0,3,높음
3D프린터후가공,150,150,1.8,0.7,1.33,0.46,15,높음
전주3D프린터,20,40,0.1,0.0,0.28,0.0,15,높음
MC나일론가격,10,10,0.5,2.0,3.13,15.39,14,높음
듀로스톤,60,20,1.0,0.0,1.99,0.0,4,낮음
듀라스톤,10,10,0.3,0.0,2.05,0.0,3,높음
POM-C,10,< 10,3.0,1.0,16.67,14.29,1,중간
알코판,80,20,2.1,0.0,2.9,0.0,3,높음
울템가공,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
PC폴리싱,< 10,< 10,0.0,0.0,0.0,0.0,0,낮음
DUROSTONE,20,< 10,1.5,0.0,6.98,0.0,2,중간
3D프린팅졸업작품,< 10,< 10,0.7,0.0,13.34,0.0,3,높음
대형선반가공,30,20,1.9,0.0,6.45,0.0,15,높음
롤러가공,20,20,1.4,2.0,6.23,10.0,11,중간
3D프린터샵,< 10,< 10,1.3,0.0,33.34,0.0,3,높음
3D프린터제작의뢰,20,30,1.2,0.0,4.81,0.0,15,높음
3D프린터업체,230,250,6.1,23.3,2.94,9.86,15,높음
제품디자인개발,10,< 10,0.4,0.3,4.45,6.67,15,높음
대구3D프린터,130,170,3.2,6.5,2.7,4.12,15,높음
디자인기구설계,< 10,< 10,0.3,0.3,33.34,4.77,3,높음
부산3D프린터,80,110,2.5,5.0,3.25,5.0,15,높음
3D프린트출력대행,< 10,< 10,0.0,0.0,0.0,0.0,15,높음
인천알루미늄가공,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
사출금형부품,20,10,1.0,0.3,5.79,2.39,13,중간
폴리프로필렌,5490,8610,7.8,29.8,0.16,0.37,15,높음
5축가공,350,180,5.9,2.5,1.76,1.49,15,높음
대구3D프린터출력,10,< 10,1.3,0.0,8.11,0.0,2,중간
3D프린팅비용,40,10,1.3,1.3,3.25,6.35,15,높음
산업기계부품,10,< 10,0.0,0.0,0.0,0.0,3,높음
CNC임가공,20,< 10,1.7,0.0,11.12,0.0,3,높음
울산3D프린팅,30,40,0.1,0.3,0.24,0.86,13,중간
CNC가공프로그램,30,60,0.8,0.3,2.5,0.53,8,중간
매입박스,70,50,0.8,0.0,1.07,0.0,10,중간
청주3D프린팅,< 10,10,0.2,0.0,3.62,0.0,14,높음
금형사출업체,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
울산3D프린터,60,60,0.5,0.0,0.98,0.0,15,높음
캐드도면제작,10,10,0.8,0.0,6.46,0.0,14,높음
도면의뢰,10,20,0.6,0.3,3.75,1.48,15,높음
키오스크디자인,120,40,1.4,0.5,1.22,1.17,15,높음
RP출력,20,20,1.3,0.0,6.7,0.0,14,높음
3D프린팅레진,10,< 10,1.3,0.0,10.72,0.0,2,중간
전북3D프린팅,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
투명폴리카보네이트,190,210,6.2,4.5,3.61,2.24,14,중간
용인CNC,< 10,10,0.7,0.0,8.34,0.0,3,높음
부산3D프린팅,30,60,0.8,3.0,2.43,4.84,15,높음
플라스틱CNC가공,< 10,< 10,2.5,0.0,35.72,0.0,2,중간
3D주문제작,20,10,1.6,0.7,8.17,6.07,15,높음
안산3D프린터,20,10,0.0,0.3,0.0,2.09,13,중간
3D프린팅제작업체,< 10,< 10,0.7,0.0,9.53,0.0,15,높음
