연관 검색어,PC 월간 검색수,PC 월평균 클릭수,PC 월평균 클릭률,모바일 월간 검색수,모바일 월평균 클릭수,모바일 월평균 클릭율,월평균 노출 광고수,경쟁 정도
귤껍질효능,270,0.0,0.0,4250,1.0,0.03,3,높음
마시는티,20,1.0,4.0,190,0.3,0.19,3,높음
소화잘되는차,230,0.3,0.16,2740,24.3,1.02,15,높음
개별포장,230,0.7,0.35,550,1.5,0.29,15,높음
견과류포장,30,2.5,8.57,180,7.3,4.35,15,높음
설탕포장,< 10,0.3,4.77,< 10,0.0,0.0,3,높음
목에좋은티백,< 10,0.3,6.67,50,0.0,0.0,3,높음
겨울에마시기좋은차,50,0.7,1.52,110,0.3,0.31,3,높음
길경효능,20,0.0,0.0,110,0.0,0.0,3,높음
식품포장회사,< 10,0.2,2.86,10,0.3,1.93,15,높음
포장가공,< 10,0.0,0.0,< 10,0.0,0.0,2,중간
지대포장기,40,2.5,7.91,10,0.0,0.0,11,중간
삼방포장기,20,3.4,13.56,10,0.0,0.0,2,중간
분말포장기계,10,1.7,9.3,20,2.3,9.34,15,높음
정제탈분기,10,2.0,13.96,< 10,1.0,12.5,3,낮음
자연애수제한차,10,0.0,0.0,40,0.0,0.0,2,중간
마시는차쇼핑몰,< 10,0.2,3.34,< 10,0.3,6.67,15,높음
소분OEM,< 10,0.0,0.0,< 10,0.3,6.67,3,높음
액상포장기계,20,0.8,4.12,20,2.7,10.26,14,중간
제분공장,10,0.0,0.0,30,0.4,1.5,3,높음
티백녹차,40,0.0,0.0,100,0.0,0.0,14,높음
수축포장업체,< 10,0.5,13.47,< 10,0.7,13.34,13,중간
식품수입업체,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
약초티백,< 10,0.3,8.34,30,0.3,1.29,3,높음
분말OEM,10,2.8,21.36,30,1.0,3.58,8,중간
몸이따뜻해지는차,80,0.4,0.52,690,8.8,1.37,15,높음
한방차만들기,30,0.7,1.67,120,2.3,1.89,3,높음
환제조업체,< 10,0.1,7.15,< 10,0.0,0.0,14,높음
환스틱,< 10,0.3,8.34,10,0.0,0.0,3,높음
도라지차만들기,20,0.0,0.0,190,0.0,0.0,3,높음
TEA선물,20,0.5,2.6,60,0.0,0.0,15,높음
환OEM,< 10,1.7,21.06,< 10,0.8,9.38,7,중간
분말가공,< 10,1.0,10.0,< 10,0.0,0.0,3,높음
분말스틱포장,10,0.6,7.5,< 10,0.3,2.78,15,높음
곡물소분,< 10,0.7,11.12,< 10,0.7,8.7,3,높음
과일소포장,20,0.3,1.45,60,0.0,0.0,3,높음
과립제조,< 10,1.0,20.0,< 10,0.0,0.0,3,높음
액체포장기계,< 10,0.4,6.03,10,0.7,4.45,12,중간
소분제조,< 10,0.0,0.0,< 10,0.3,6.67,3,높음
찔레꽃차,10,0.3,4.23,120,0.0,0.0,10,중간
수제한차,10,0.6,5.23,80,15.0,17.86,11,중간
수제티백,< 10,0.0,0.0,50,0.3,0.74,3,높음
상지차,40,0.4,1.05,370,1.5,0.47,14,중간
