연관 검색어,PC 월간 검색수,PC 월평균 클릭수,PC 월평균 클릭률,모바일 월간 검색수,모바일 월평균 클릭수,모바일 월평균 클릭율,월평균 노출 광고수,경쟁 정도
기계도면보는법,150,0.1,0.06,210,0.3,0.17,12,중간
금형교육,40,1.9,4.69,10,0.0,0.0,6,중간
CREO3.0,100,1.1,1.06,20,0.0,0.0,5,중간
NXUG교육,< 10,1.0,12.5,10,0.4,3.13,3,높음
UGNX학원,< 10,0.9,12.5,10,0.0,0.0,7,중간
캐드뷰어다운로드,50,0.0,0.0,< 10,0.0,0.0,3,높음
해석프로그램,50,0.3,0.66,30,0.0,0.0,3,높음
유체해석프로그램,< 10,0.0,0.0,10,0.0,0.0,3,높음
PLM시스템,80,0.5,0.58,20,0.0,0.0,15,높음
MCLICK,10,2.0,10.53,< 10,0.0,0.0,3,높음
UG학원,< 10,0.5,9.1,< 10,0.0,0.0,7,중간
COREQ,< 10,0.0,0.0,10,0.0,0.0,1,중간
NX학원,10,1.8,16.0,20,0.3,1.67,7,중간
PQA,50,0.0,0.0,50,0.7,1.22,2,중간
UG교육,20,1.9,7.37,10,0.0,0.0,10,중간
건축설계,1810,11.3,0.65,1920,27.8,1.53,15,높음
범용선반,790,5.1,0.66,960,26.0,2.79,15,높음
부산캐드학원,190,3.3,1.75,300,14.6,4.99,15,높음
부산캐드,20,0.4,2.23,40,3.0,7.41,15,높음
오토캐드3D,990,1.3,0.14,550,5.0,0.94,15,높음
3D설계,370,1.4,0.38,260,2.3,0.95,15,높음
CNC기능사,20,0.0,0.0,40,0.0,0.0,3,높음
부산오토캐드,10,0.2,1.27,20,2.0,8.05,15,높음
부산토목학원,10,0.0,0.0,30,0.0,0.0,3,높음
LUXION,40,0.3,0.73,20,0.0,0.0,3,높음
건축설계도면,550,4.0,0.74,1110,1.7,0.16,15,높음
건축기사실기,3800,15.3,0.42,6300,44.0,0.73,15,높음
건축,6820,9.0,0.14,8760,8.3,0.1,15,높음
도시계획,2140,1.2,0.06,1820,0.3,0.02,15,높음
무료캐드,2170,30.7,1.47,750,41.3,5.71,15,높음
실내건축기능사,3610,10.3,0.3,8380,58.8,0.74,15,높음
캐드도면,2810,7.1,0.27,2990,55.0,1.94,15,높음
BIM설계,270,0.3,0.1,180,1.7,0.92,15,높음
BIM,5920,14.4,0.25,4770,44.3,0.98,15,높음
머시닝센터가공,30,0.2,0.53,40,0.0,0.0,15,높음
UGNX교육,10,0.8,6.09,< 10,0.3,4.77,11,중간
프레스금형설계기사,80,0.9,1.13,60,0.0,0.0,8,중간
인벤터,5520,6.2,0.12,2320,18.1,0.83,15,높음
PLM솔루션,30,0.4,1.47,< 10,0.0,0.0,9,중간
기계학원,10,0.0,0.0,40,2.7,5.68,15,높음
부산CAD,20,0.7,3.34,10,0.3,3.04,15,높음
기계기사실기,160,1.6,0.98,260,2.0,0.79,9,중간
프레스금형설계,80,0.9,1.07,70,1.3,2.0,15,높음
기계설계산업기사,4420,10.6,0.25,6110,32.3,0.55,15,높음
부산캐드국비지원,< 10,0.0,0.0,20,2.0,7.41,11,중간
CAE소프트웨어,10,0.0,0.0,< 10,0.0,0.0,3,높음
평택직업학교,10,0.3,2.03,30,0.0,0.0,9,중간
도면관리프로그램,40,2.0,4.9,< 10,0.3,5.56,15,높음
NASTRAN,140,0.2,0.12,40,0.0,0.0,13,중간
부산기계설계,< 10,0.0,0.0,< 10,0.0,0.0,15,높음
국가교육,180,0.5,0.28,190,1.7,0.88,15,높음
캐드강의,170,1.8,1.03,100,1.3,1.34,15,높음
3D프린팅SLA,40,0.5,1.21,30,0.0,0.0,12,중간
맥클릭,180,1.6,0.89,30,0.3,0.81,13,중간
솔리드엣지가격,10,0.0,0.0,10,0.3,2.18,7,중간
UG강의,< 10,0.0,0.0,< 10,0.0,0.0,2,중간
수원캐드,20,0.6,2.16,40,2.9,6.25,15,높음
CPG,690,0.8,0.12,740,0.7,0.1,11,중간
수원캐드학원,170,3.3,1.97,190,11.4,6.37,15,높음
DASSAULTSYSTEMES,130,0.0,0.0,30,0.0,0.0,3,높음
CNC국비지원,< 10,0.3,16.67,< 10,0.0,0.0,3,높음
SQL서버,270,0.3,0.13,150,0.0,0.0,15,높음
NX구매,10,0.1,1.33,< 10,0.0,0.0,14,높음
AUTOCAD자격증,320,0.5,0.15,140,0.0,0.0,15,높음
오토캐드자격증,2600,5.3,0.22,3860,29.8,0.82,15,높음
도면관리시스템,60,2.0,3.23,10,0.0,0.0,15,높음
사출금형자격증,10,0.0,0.0,20,0.0,0.0,1,중간
프레스금형기사,10,0.0,0.0,20,0.0,0.0,2,중간
UGNX가격,20,0.7,2.47,10,0.0,0.0,3,높음
건축3D프로그램,30,1.7,4.77,30,0.3,0.96,3,높음
부산3D프린터출력,< 10,1.0,25.0,< 10,0.0,0.0,3,높음
부산일반기계기사,10,0.1,0.52,10,0.3,2.23,15,높음
부산인벤터,< 10,0.1,1.12,< 10,1.7,23.81,15,높음
부산기계설계학원,< 10,0.2,3.45,10,0.0,0.0,12,중간
부산카티아,< 10,0.2,7.7,10,0.3,2.57,13,중간
부산3D학원,20,0.6,2.25,20,1.6,7.36,15,높음
NX강좌,10,1.3,10.87,< 10,0.0,0.0,4,낮음
NXUG학원,< 10,0.7,33.34,< 10,0.6,6.25,3,높음
UGNX강의,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
UGNX자격증,< 10,0.0,0.0,< 10,0.0,0.0,1,중간
수원CAD학원,10,0.4,2.5,20,1.7,6.18,15,높음
사출성형해석,20,0.3,1.15,< 10,0.0,0.0,12,중간
WORKNC,60,1.3,1.94,30,0.0,0.0,6,중간
CNC시뮬레이터,40,5.0,13.52,10,0.0,0.0,1,중간
CNC시뮬레이션,40,0.0,0.0,20,0.0,0.0,1,중간
DYNAPLM,< 10,0.9,11.77,< 10,0.0,0.0,2,중간
SIMULATION,1770,0.3,0.02,1490,0.0,0.0,15,높음
SMARTEAM,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
3DCAM,20,0.5,2.64,10,0.0,0.0,13,중간
CORNERSTONE,1300,0.0,0.0,1890,0.7,0.04,3,높음
3D도면,920,4.2,0.48,870,16.3,1.96,15,높음
대구캐드캠,20,0.2,0.98,30,0.0,0.0,9,중간
기계설계,1740,3.9,0.23,1790,7.0,0.41,15,높음
인벤터파일,20,0.0,0.0,< 10,0.0,0.0,1,중간
무게측정,240,0.2,0.09,340,0.5,0.15,15,높음
스핀파이어프로2,20,2.0,10.0,30,0.0,0.0,3,높음
WINCHILL,10,0.8,5.41,< 10,0.0,0.0,2,중간
UGNX12,30,0.0,0.0,10,0.0,0.0,3,높음
학사,7930,1.3,0.02,15400,1.3,0.01,15,높음
전문대학사학위,480,0.6,0.14,1620,0.3,0.03,15,높음
학점인정,550,0.5,0.09,420,0.0,0.0,15,높음
금형해석,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
STARCCM+,50,0.0,0.0,10,0.0,0.0,3,높음
캐드자격증,3430,5.5,0.17,6090,52.0,0.9,15,높음
드로잉금형,50,0.2,0.29,20,0.5,1.86,7,중간
다이캐스팅기계,50,1.5,2.66,60,2.0,3.39,7,중간
금속가공업체,40,2.4,5.86,20,0.3,1.29,15,높음
금속판재,30,1.0,3.47,20,0.3,1.43,8,중간
금형업체,80,1.5,1.84,120,3.7,2.99,15,높음
AUTOCAM,10,0.0,0.0,< 10,0.0,0.0,1,중간
테비스,< 10,0.5,8.34,10,0.0,0.0,2,중간
와이어드럼,60,1.8,3.14,50,1.5,2.73,10,중간
제관용접,70,0.9,1.23,70,0.3,0.35,15,높음
주조공장,60,1.0,1.67,100,0.3,0.34,3,높음
지그설계,110,0.6,0.52,70,0.0,0.0,15,높음
사출금형부품,20,0.8,3.44,10,0.0,0.0,13,중간
상품개발,270,1.1,0.43,220,0.3,0.16,15,높음
기계부품가공,20,0.7,3.18,< 10,0.0,0.0,15,높음
T-MOLD,10,1.0,5.41,< 10,0.0,0.0,2,중간
제품수명주기관리,60,0.0,0.0,30,0.0,0.0,3,높음
DTS,1350,0.7,0.06,2130,0.0,0.0,15,높음
솔리드웍스사양,180,0.3,0.19,150,0.7,0.47,3,높음
솔리드윅스,10,0.0,0.0,20,0.0,0.0,3,높음
TOPSOLID,30,1.3,3.74,20,0.0,0.0,3,높음
CFD분석,20,0.5,2.13,10,0.0,0.0,12,중간
마스터캠9.0,< 10,0.6,12.5,10,0.0,0.0,2,중간
MASTERCAM9.1,20,0.0,0.0,< 10,0.0,0.0,3,높음
마스터켐,10,0.0,0.0,10,0.0,0.0,1,중간
마스터캠버전,< 10,0.0,0.0,10,0.0,0.0,1,중간
마스터캠선반,10,1.4,11.77,20,0.0,0.0,1,중간
마스터캠2D,< 10,0.0,0.0,10,0.0,0.0,1,중간
카티아,3970,9.6,0.25,3470,21.3,0.64,15,높음
DASSAULT,180,0.7,0.41,140,0.0,0.0,1,중간
캐드파워2015,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
CADPOWER2012,< 10,0.0,0.0,< 10,0.0,0.0,2,중간
ISIGHT,30,0.0,0.0,20,0.3,1.22,3,높음
머시닝가공,30,1.3,3.73,30,0.3,0.96,15,높음
유지교육,< 10,0.6,14.29,< 10,0.0,0.0,4,낮음
대구어플,< 10,0.0,0.0,20,0.7,3.51,3,높음
아이티컨설팅,10,0.0,0.0,10,0.0,0.0,3,높음
스마트폰앱,290,0.3,0.1,470,0.3,0.08,15,높음
자동홈페이지,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
NX9,40,0.3,0.8,40,0.0,0.0,9,중간
조적기능사,190,1.0,0.51,470,2.7,0.6,11,중간
E-BOM,50,0.0,0.0,20,0.0,0.0,2,중간
CREO가격,30,1.5,4.39,10,0.0,0.0,15,높음
마스터캠구입,< 10,1.2,20.0,< 10,0.0,0.0,3,높음
마스터캠가격,50,1.2,2.55,50,0.0,0.0,10,중간
DYMOLA,10,1.5,8.34,< 10,0.0,0.0,1,중간
HEEDS,40,1.7,4.09,50,0.0,0.0,2,중간
국비지원설계,< 10,0.3,8.34,< 10,0.7,11.12,6,중간
군포캐드,< 10,0.0,0.0,< 10,0.0,0.0,13,중간
마스터캠정품,< 10,1.0,100.0,< 10,0.0,0.0,3,높음
솔리드엣지뷰어,40,0.0,0.0,< 10,0.0,0.0,3,높음
성형해석,60,0.1,0.22,20,0.3,1.24,14,높음
키샷라이센스,20,0.5,2.33,< 10,0.0,0.0,2,중간
캐드파워가격,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
기계공학,2380,0.9,0.04,2860,0.3,0.02,15,높음
수원C언어학원,30,0.3,0.73,10,0.0,0.0,15,높음
수원자바,< 10,0.1,2.67,10,0.0,0.0,15,높음
수원파이썬학원,10,0.4,2.36,10,0.0,0.0,15,높음
마스터캠2018,20,2.2,10.64,20,0.0,0.0,2,낮음
CAD실무,20,0.1,0.25,10,0.3,2.57,15,높음
캐드구인,< 10,0.0,0.0,10,0.3,1.86,3,높음
CAE교육,10,0.2,0.92,< 10,0.0,0.0,12,중간
금형사출,350,5.9,1.71,270,6.0,2.26,15,높음
PE가공,40,1.0,2.39,30,0.0,0.0,15,높음
부품가공,70,3.1,4.42,30,1.2,3.81,15,높음
포켓가공,30,0.0,0.0,20,0.0,0.0,3,높음
피처캠,< 10,0.0,0.0,10,0.0,0.0,1,중간
기계기사,1470,2.9,0.21,1820,13.3,0.77,15,높음
인천CNC,30,1.0,3.34,20,0.0,0.0,3,높음
오토캐드,48800,49.5,0.11,13200,182.5,1.44,15,높음
복합CNC,30,0.7,2.23,40,0.3,0.69,15,높음
기계설계교육,10,0.0,0.0,< 10,0.0,0.0,15,높음
대구캐드교육,< 10,0.0,0.0,< 10,0.0,0.0,15,높음
CFD프로그램,90,0.2,0.29,40,1.3,3.34,13,중간
마스터캠라이센스,10,2.3,33.34,10,0.0,0.0,1,중간
기계설계산업기사실기,1570,22.4,1.47,1400,48.0,3.54,15,높음
ACAD2015,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
SPINFIRE,10,0.0,0.0,10,0.0,0.0,3,높음
도면관리,80,1.7,1.9,20,0.0,0.0,15,높음
해석,4450,0.3,0.01,7950,0.0,0.0,3,높음
사출금형설계기사,150,1.5,1.03,140,1.0,0.76,13,중간
SOLIDWORKSSIMULATION,10,0.3,2.44,< 10,0.0,0.0,3,높음
마스터캠2017,20,1.5,7.32,20,1.0,5.0,2,중간
솔리드웍스플라스틱,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
전산응용기계제도기능사학원,30,0.7,2.16,70,3.7,5.63,15,높음
카스퍼스키서버,< 10,0.7,16.67,< 10,0.0,0.0,3,높음
BIM레빗,50,0.8,1.47,20,0.0,0.0,4,낮음
포토샵CS6정품,30,1.0,3.04,10,0.3,3.71,3,높음
3DMAX컴퓨터,50,0.7,1.29,80,1.7,2.2,15,높음
키샷다운로드,120,0.0,0.0,10,0.0,0.0,0,낮음
오라클오렌지,30,0.0,0.0,20,0.0,0.0,3,높음
솔리드웍스오토캐드,20,0.0,0.0,10,0.0,0.0,1,중간
STEP3D,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
3D캐드프로그램,50,0.3,0.59,40,0.3,0.84,15,높음
마스터캠구매,10,0.9,6.0,10,0.0,0.0,3,낮음
IT,15800,5.7,0.04,41100,3.3,0.01,15,높음
솔리드웍스유동해석,20,0.0,0.0,< 10,0.0,0.0,3,높음
솔리드웍스열해석,20,1.0,4.42,< 10,0.0,0.0,3,높음
ㅊㄹㅇ,90,0.0,0.0,40,0.0,0.0,2,중간
캐드국비지원,120,1.5,1.22,420,11.3,2.87,15,높음
SOLIDEDGE가격,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
캐드파워2016,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
3D무료프로그램,60,0.0,0.0,20,0.0,0.0,1,중간
솔리드웍스설치,210,0.4,0.18,100,0.0,0.0,11,중간
진동해석,40,0.5,1.12,10,0.3,1.76,15,높음
제도,4560,1.1,0.03,7080,0.7,0.01,15,높음
삼각법,990,1.3,0.14,770,0.0,0.0,2,중간
CARSIM,70,0.0,0.0,20,0.0,0.0,1,중간
CARMAKER,50,0.0,0.0,60,0.0,0.0,1,중간
5축가공교육,< 10,0.0,0.0,< 10,0.0,0.0,2,중간
3D제품설계,10,0.1,1.05,< 10,0.0,0.0,15,높음
기구설계교육,10,0.6,4.88,< 10,0.0,0.0,7,중간
NX8.5,210,1.9,0.9,90,0.7,0.73,11,중간
MASTERCAM가격,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
에노비아,20,0.4,1.73,10,0.0,0.0,5,중간
AUTOCAD교육,40,0.3,0.6,< 10,0.3,4.77,15,높음
솔리드웍스파일관리,< 10,0.0,0.0,< 10,0.0,0.0,2,중간
PRODUCTDATAMANAGEMENT,10,0.0,0.0,< 10,0.0,0.0,3,높음
ARCHIOFFICE,70,0.0,0.0,< 10,0.0,0.0,3,높음
MATHCAD가격,< 10,0.8,40.0,< 10,1.0,12.5,3,높음
금형설계학원,10,0.8,5.46,20,2.7,11.12,15,높음
프로그램관리,50,0.1,0.14,20,0.7,2.67,13,중간
닥터홀맨,< 10,1.0,50.0,< 10,0.0,0.0,1,중간
기계설계기사,1850,7.7,0.43,2060,16.3,0.84,15,높음
CAE해석,80,0.5,0.6,20,0.3,1.2,15,높음
3D설계프로그램,120,0.2,0.17,60,0.0,0.0,15,높음
열응력해석,10,0.3,2.69,< 10,0.0,0.0,15,높음
ENOVIA,60,0.5,0.79,20,0.0,0.0,6,중간
도면관리솔루션,10,0.3,2.43,< 10,0.0,0.0,15,높음
DIGITALTWIN,780,0.5,0.07,310,0.0,0.0,15,높음
SOLIDWORKSFLOWSIMULATION,10,1.0,8.34,< 10,0.0,0.0,3,높음
오토캐드리셀러,< 10,0.3,4.17,< 10,0.7,16.67,3,높음
IT자산관리,50,0.8,1.46,30,0.3,1.05,15,높음
자동차금형,150,0.7,0.48,200,2.3,1.15,15,높음
새주소변환,90,0.0,0.0,60,0.0,0.0,1,중간
전기기능장실기,590,4.8,0.86,1010,14.0,1.5,15,높음
금형디자인,50,0.1,0.28,80,0.7,0.91,14,높음
전기제어,120,0.2,0.17,220,1.0,0.48,15,높음
전산응용건축제도기능사,7480,11.5,0.17,11700,42.0,0.38,15,높음
전자,5570,0.3,0.01,11800,0.0,0.0,3,높음
정보통신,2270,1.1,0.05,2020,0.0,0.0,15,높음
특수용접,470,1.2,0.27,1160,23.0,2.12,15,높음
특수용접교육,< 10,0.0,0.0,< 10,0.0,0.0,7,중간
특수용접자격증,30,0.0,0.0,50,0.0,0.0,3,높음
기계자격증,290,0.6,0.23,630,0.3,0.06,12,중간
드론교관,180,2.3,1.25,250,2.0,0.86,14,높음
드론교관자격증,50,0.4,0.79,80,0.0,0.0,5,중간
드론국가자격증,780,8.6,1.14,1780,42.0,2.51,15,높음
빅데이터무료교육,110,0.7,0.59,60,3.0,4.92,15,높음
사출금형,1540,18.3,1.23,1270,12.8,1.06,15,높음
생산자동화기능사,1220,3.4,0.29,2290,0.0,0.0,13,중간
설비보전,660,0.3,0.05,630,0.6,0.11,15,높음
설비보전기능사,950,2.8,0.31,2090,0.3,0.02,10,중간
설비보전기능사실기,300,2.2,0.77,670,0.0,0.0,3,낮음
전기전자,800,0.3,0.05,1220,0.0,0.0,15,높음
유공압교육,10,0.8,8.34,< 10,0.0,0.0,1,중간
인공지능강의,80,0.2,0.24,60,0.0,0.0,15,높음
자동화시스템,480,3.3,0.72,410,1.3,0.33,15,높음
AUTOCAD,11000,12.3,0.12,2570,37.3,1.52,15,높음
CATIA,2230,5.7,0.27,970,8.7,0.92,15,높음
PCB제조,90,1.3,1.35,70,0.0,0.0,15,높음
PLC,8940,13.9,0.17,9800,35.3,0.38,15,높음
PLC프로그램,1700,7.9,0.48,2050,34.0,1.74,15,높음
가구디자인,770,3.0,0.41,1040,15.3,1.53,15,높음
건축디자인,880,2.1,0.25,1480,25.9,1.83,15,높음
건축전기설비기술사,1360,23.9,1.82,2250,56.1,2.65,15,높음
공조냉동,790,2.3,0.3,900,6.0,0.69,15,높음
스케치업강의,170,2.0,1.2,60,1.8,2.63,15,높음
워크엔씨,40,0.4,1.03,30,0.4,1.32,2,중간
워크NC,< 10,0.0,0.0,< 10,0.0,0.0,2,중간
REGULATORYCOMPLIANCE,70,0.0,0.0,20,0.0,0.0,1,중간
기계설계국비지원,10,0.5,5.04,< 10,0.0,0.0,14,높음
하이퍼메쉬,50,0.0,0.0,30,0.5,1.48,3,높음
FLOW3D,30,0.0,0.0,10,0.0,0.0,2,중간
FLOWSIMULATION,20,0.3,1.59,< 10,0.0,0.0,3,높음
시멘텍,50,1.7,7.7,40,0.0,0.0,1,중간
나스트란,90,0.2,0.24,40,0.0,0.0,10,중간
하이퍼웍스,100,0.0,0.0,40,0.0,0.0,3,높음
AUTOCADMAP,60,0.0,0.0,< 10,0.0,0.0,3,높음
PDM,1030,2.1,0.21,770,0.0,0.0,15,높음
ACADLT,10,0.0,0.0,< 10,1.3,33.34,3,높음
PCB설계툴,10,0.0,0.0,< 10,0.0,0.0,0,낮음
MASTERCAM2017,< 10,0.0,0.0,< 10,0.0,0.0,0,낮음
전산응용건축제도,290,0.3,0.12,220,0.3,0.16,15,높음
전산응용건축제도학원,< 10,0.6,6.67,< 10,0.0,0.0,15,높음
전산응용기계기능사,40,0.2,0.38,40,0.0,0.0,6,중간
시스템유지보수,40,0.1,0.28,30,0.0,0.0,15,높음
솔리드웍스무료교육,10,0.6,4.66,< 10,0.0,0.0,13,중간
맥스프로그램,90,0.2,0.19,80,0.0,0.0,12,중간
SIMPACK,60,0.3,0.54,50,0.0,0.0,3,높음
부품관리,20,0.0,0.0,10,1.0,5.89,3,높음
정비메뉴얼,30,0.0,0.0,10,0.0,0.0,3,높음
프로이가격,10,0.5,4.88,< 10,0.0,0.0,4,낮음
강도계산프로그램,10,0.3,2.78,< 10,0.0,0.0,3,높음
전산유체역학프로그램,< 10,0.0,0.0,< 10,0.0,0.0,5,중간
오토데스크서브스크립션,20,0.0,0.0,< 10,0.0,0.0,3,낮음
ORCAD구매,20,2.2,10.35,< 10,0.0,0.0,3,낮음
열유동해석,50,1.0,2.05,20,0.0,0.0,15,높음
기계설계기사필기,90,0.2,0.24,70,0.0,0.0,13,중간
오토캐드배우기,110,0.5,0.41,80,1.6,2.05,15,높음
CATIAV5,840,3.9,0.47,390,0.3,0.09,15,높음
유까캐드,110,2.0,3.71,160,2.0,2.2,1,중간
SOLIDWORKSPROFESSIONAL,< 10,0.0,0.0,< 10,0.0,0.0,1,중간
드론시험,1390,3.8,0.29,1840,43.0,2.51,15,높음
통합유지보수,20,0.3,1.03,10,0.0,0.0,15,높음
공정설계,470,0.0,0.0,330,0.7,0.21,3,높음
유지프로그램,40,0.0,0.0,30,0.0,0.0,3,높음
설계교육,20,0.3,1.44,10,0.3,2.09,14,높음
.PAR,< 10,0.3,3.71,< 10,0.0,0.0,3,높음
해석시뮬레이션,10,0.0,0.0,< 10,0.0,0.0,3,높음
솔리드웍스플로우시뮬레이션,20,0.3,1.34,< 10,0.0,0.0,3,높음
REVITMEP,70,1.0,1.52,40,0.0,0.0,14,높음
수원재직자교육,< 10,0.0,0.0,< 10,0.0,0.0,9,중간
대구앱,< 10,0.0,0.0,40,0.0,0.0,3,높음
프로그램수정,20,0.0,0.0,10,0.0,0.0,15,높음
자동화설계,120,2.1,1.77,100,2.0,2.05,15,높음
VASP,190,0.0,0.0,590,1.4,0.25,2,중간
전산재료과학,10,0.0,0.0,< 10,0.0,0.0,1,중간
드론강사,50,1.0,1.92,70,0.7,0.96,9,중간
유체시뮬레이션,20,0.0,0.0,30,0.7,1.81,14,높음
CORELDRAW,270,1.2,0.47,70,1.0,1.43,15,높음
NCS교육,300,0.6,0.21,210,0.3,0.17,15,높음
캠툴,20,0.0,0.0,30,0.0,0.0,3,높음
포토샵CS6구입,< 10,0.3,3.71,< 10,0.0,0.0,3,높음
한컴오피스행망용,10,0.0,0.0,< 10,0.0,0.0,2,중간
마야프로그램,1120,2.1,0.2,1330,15.7,1.23,15,높음
인테리어스케치업,70,0.1,0.2,90,0.3,0.39,14,높음
CFD해석,120,1.1,0.93,50,0.3,0.65,15,높음
대구오토캐드,10,0.4,2.56,20,2.4,10.39,15,높음
금형학원,10,1.0,7.0,30,0.0,0.0,7,중간
카스퍼스키구매,40,0.4,1.08,< 10,0.0,0.0,2,중간
IOT국비지원,10,0.2,1.67,< 10,0.0,0.0,15,높음
ERP,31300,178.5,0.59,27500,168.8,0.65,15,높음
시네마4D,2030,4.2,0.22,1370,16.0,1.23,15,높음
아키오피스,590,0.9,0.16,70,0.0,0.0,14,높음
캐드파워,570,3.2,0.57,160,0.5,0.32,15,높음
열해석프로그램,10,0.5,3.11,10,0.0,0.0,9,중간
몰드위자드,10,0.0,0.0,< 10,0.0,0.0,3,높음
E-CAD,20,1.7,6.85,10,0.7,7.15,3,높음
기계설계산업기사필기,860,2.1,0.26,1180,7.7,0.67,15,높음
유동해석프로그램,20,0.2,1.11,10,0.0,0.0,14,높음
AUTOCAD무료교육,< 10,0.4,17.65,< 10,0.0,0.0,9,중간
IOT자격증,140,0.3,0.2,150,0.5,0.33,15,높음
건축래빗,10,0.0,0.0,10,0.0,0.0,3,높음
NX6,10,0.0,0.0,20,0.0,0.0,3,높음
NX라이센스,20,0.0,0.0,< 10,1.0,20.0,1,중간
ORACLEDBA,10,0.3,2.44,< 10,0.0,0.0,4,낮음
레빗MEP,10,0.0,0.0,< 10,0.0,0.0,14,높음
UGNX구매,10,0.0,0.0,< 10,0.0,0.0,1,중간
국비지원대구,20,1.2,6.16,20,1.7,7.58,15,높음
대구소프트웨어,30,0.0,0.0,10,0.0,0.0,3,높음
MODEVIEW,< 10,0.4,10.0,< 10,0.0,0.0,3,높음
DWG뷰어무료다운로드,< 10,0.0,0.0,< 10,0.0,0.0,2,중간
CAD자격증,2770,9.1,0.35,4200,49.8,1.24,15,높음
헤어미용,100,0.3,0.26,320,1.3,0.43,15,높음
금형개발,60,0.9,1.3,30,0.0,0.0,15,높음
공유압기능사,850,2.1,0.26,1990,0.3,0.02,15,높음
ANSYSCFX,50,0.0,0.0,< 10,0.0,0.0,3,높음
레빗패밀리,90,0.6,0.66,30,0.3,0.96,7,중간
오토캐드2급,410,0.6,0.15,560,0.0,0.0,15,높음
AUTOCAD라이선스,< 10,0.0,0.0,< 10,0.3,33.34,3,높음
VISI프로그램,10,0.3,2.78,< 10,0.0,0.0,3,높음
블로우몰딩,50,1.7,3.23,40,0.7,1.69,8,중간
대구직업훈련소,10,0.8,8.34,40,1.7,4.32,5,중간
CAD국비교육,< 10,0.0,0.0,< 10,0.0,0.0,14,높음
생산자동화기능사실기,400,1.6,0.4,400,0.0,0.0,6,중간
건축사이트,330,0.8,0.25,150,0.0,0.0,15,높음
한국델캠,170,0.3,0.19,40,0.0,0.0,3,높음
지스타캐드2017,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
오토캐드대체프로그램,20,0.0,0.0,< 10,0.0,0.0,3,높음
건설캐드,40,0.0,0.0,100,0.0,0.0,3,높음
ZWCAD클래식,10,0.0,0.0,< 10,0.0,0.0,3,높음
ZWCAD코리아,10,0.0,0.0,< 10,0.0,0.0,3,높음
ZWCAD설치,< 10,0.0,0.0,< 10,0.0,0.0,2,중간
ZWCAD뷰어,60,0.0,0.0,< 10,0.0,0.0,3,높음
ZWCAD3D,40,0.0,0.0,< 10,0.0,0.0,3,높음
솔리드웍스CFD,10,0.3,4.17,< 10,0.0,0.0,3,높음
어플가격,< 10,0.1,2.23,10,0.0,0.0,15,높음
아바쿠스,650,2.9,0.45,740,2.3,0.32,15,높음
생산성향상,290,0.4,0.15,160,0.0,0.0,15,높음
3D프로그램,1610,3.7,0.24,1330,1.8,0.14,15,높음
솔리드웍스리셀러,20,1.9,7.05,10,0.4,2.78,5,중간
CAD국비지원,30,0.3,1.12,30,1.3,3.71,15,높음
솔리드웍스프로그램,30,0.5,1.42,20,0.0,0.0,9,중간
전기내선공사,210,0.9,0.42,450,6.3,1.47,15,높음
전기자격증,1110,6.6,0.61,2460,35.9,1.54,15,높음
드론전문교육기관,110,2.3,2.04,100,8.4,8.11,15,높음
빅데이터자격증,1870,3.3,0.19,2870,37.3,1.38,15,높음
일반기계,200,0.3,0.17,180,1.0,0.57,12,중간
EDM,3220,2.7,0.09,6250,0.7,0.02,15,높음
유체유동해석,10,0.1,0.96,< 10,0.0,0.0,10,중간
수원솔리드웍스,< 10,0.2,7.7,< 10,0.0,0.0,4,낮음
광주스마트공장,10,0.3,3.34,< 10,0.0,0.0,3,높음
마인드젯,< 10,0.0,0.0,< 10,0.0,0.0,2,중간
무료자산관리,10,0.1,0.67,20,0.7,3.51,15,높음
설계학원,20,0.5,2.02,40,0.3,0.7,13,중간
PLM교육,< 10,0.7,8.34,< 10,0.0,0.0,3,높음
켐,440,0.8,0.18,1080,0.5,0.05,8,중간
중고캐드,< 10,0.3,8.34,< 10,0.3,6.67,3,높음
FESAFE,< 10,0.4,4.35,< 10,0.0,0.0,3,높음
시뮬레이션프로그램,110,0.1,0.07,50,0.0,0.0,15,높음
전기,8250,6.1,0.08,26800,6.3,0.03,15,높음
유한요소해석프로그램,10,0.0,0.0,< 10,0.0,0.0,10,중간
금형견적,30,0.3,1.02,< 10,0.3,3.71,15,높음
대구직업,10,0.3,2.57,40,0.0,0.0,3,높음
오토캐드리습,1040,0.7,0.07,210,1.0,0.49,3,높음
코렐드로우15,10,0.7,5.13,< 10,0.0,0.0,3,높음
빅데이터교육과정,30,0.6,2.07,10,0.0,0.0,15,높음
